名前,月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
アブラーモフパーベル,01,東レアローズ,4,24,174,95,22,54.6,42.0,35,20,5,11,100,8,19,30,205,158,0,114,57.1,4.0,0.5,10.8,77.1
アブラーモフパーベル,02,東レアローズ,4,19,133,74,5,55.6,51.9,34,23,2,5,90,9,19,23,148,117,0,88,67.6,3.9,0.3,11.1,79.1
アブラーモフパーベル,11,東レアローズ,4,26,178,94,19,52.8,42.1,41,24,2,7,116,14,19,51,141,95,0,115,58.5,3.6,0.3,19.0,67.4
アブラーモフパーベル,12,東レアローズ,4,27,222,130,13,58.6,52.7,46,26,6,16,112,12,29,27,163,129,0,158,56.5,4.8,0.6,10.3,79.1
カントルサンドロ,01,パナソニックパンサーズ,22,22,158,79,8,50.0,44.9,16,7,1,9,80,4,14,32,98,77,0,92,43.8,3.6,0.4,10.6,78.6
カントルサンドロ,02,パナソニックパンサーズ,22,15,101,49,7,48.5,41.6,5,1,0,6,61,2,12,17,96,75,0,57,20.0,3.3,0.4,5.3,78.1
カントルサンドロ,11,パナソニックパンサーズ,22,27,163,86,11,52.8,46.0,27,18,1,9,103,9,28,34,147,102,0,104,66.7,3.2,0.3,10.2,69.4
カントルサンドロ,12,パナソニックパンサーズ,22,25,153,74,18,48.4,36.6,21,10,5,10,97,5,22,40,141,109,0,89,47.6,3.0,0.4,9.8,77.3
ゴメスエルナルド,01,豊田合成トレフェルサ,10,31,359,193,22,53.8,47.6,171,96,7,6,125,11,25,34,0,0,0,210,56.1,6.2,0.2,10.6,
ゴメスエルナルド,02,豊田合成トレフェルサ,10,23,257,140,21,54.5,46.3,111,59,10,6,83,4,20,22,6,3,0,150,53.2,6.1,0.3,5.4,50.0
ゴメスエルナルド,11,豊田合成トレフェルサ,10,26,320,167,21,52.2,45.6,139,70,16,8,92,7,24,22,0,0,0,182,50.4,6.4,0.3,7.1,
ゴメスエルナルド,12,豊田合成トレフェルサ,10,28,300,154,33,51.3,40.3,126,61,19,11,98,4,21,32,0,0,0,169,48.4,5.5,0.4,6.9,
サベリエフイリア,01,JTサンダーズ,21,29,225,119,8,52.9,49.3,47,26,3,7,113,8,22,39,161,128,0,134,55.3,4.1,0.2,10.8,79.5
サベリエフイリア,02,JTサンダーズ,21,11,64,35,2,54.7,51.6,7,5,0,3,50,3,0,14,28,20,0,41,71.4,3.2,0.3,13.0,71.4
サベリエフイリア,11,JTサンダーズ,21,26,196,97,18,49.5,40.3,39,19,4,5,97,2,23,31,150,119,0,104,48.7,3.7,0.2,4.1,79.3
サベリエフイリア,12,JTサンダーズ,21,26,200,107,15,53.5,46.0,35,18,2,7,88,5,13,35,161,130,0,119,51.4,4.1,0.3,11.9,80.7
ネグロンマルセーロ,01,堺ブレイザーズ,20,14,103,40,13,38.8,26.2,43,17,5,1,58,4,14,16,0,0,0,45,39.5,2.9,0.1,7.8,
ネグロンマルセーロ,02,堺ブレイザーズ,20,20,159,74,22,46.5,32.7,56,27,7,4,75,4,13,14,2,0,0,82,48.2,3.7,0.2,5.7,0.0
ネグロンマルセーロ,11,堺ブレイザーズ,20,28,215,103,19,47.9,39.1,86,45,10,10,121,13,27,32,6,6,0,126,52.3,3.7,0.4,11.8,100.0
ネグロンマルセーロ,12,堺ブレイザーズ,20,26,201,95,22,47.3,36.3,80,42,11,8,101,6,27,16,1,0,0,109,52.5,3.7,0.3,3.2,0.0
ペレイラマックス,01,NECブルーロケッツ,21,26,233,125,33,53.6,39.5,82,45,16,16,88,1,21,19,0,0,0,142,54.9,4.8,0.6,0.6,
ペレイラマックス,02,NECブルーロケッツ,21,4,35,15,3,42.9,34.3,12,7,1,1,16,2,3,4,0,0,0,18,58.3,3.8,0.2,14.1,
ペレイラマックス,11,NECブルーロケッツ,21,10,59,30,7,50.8,39.0,14,7,2,4,33,4,10,8,1,1,0,38,50.0,3.0,0.4,10.6,100.0
ペレイラマックス,12,NECブルーロケッツ,21,24,157,83,18,52.9,41.4,52,25,12,12,99,6,28,21,0,0,0,101,48.1,3.5,0.5,4.3,
モンテイロジョエル,01,サントリーサンバーズ,14,29,245,136,28,55.5,44.1,78,42,16,5,105,11,37,28,0,0,0,152,53.8,4.7,0.2,8.3,
モンテイロジョエル,02,サントリーサンバーズ,14,27,235,111,29,47.2,34.9,86,39,19,7,106,15,32,24,0,0,0,133,45.3,4.1,0.3,12.3,
モンテイロジョエル,11,サントリーサンバーズ,14,28,237,118,28,49.8,38.0,74,40,10,8,97,5,31,23,1,0,0,131,54.1,4.2,0.3,3.1,0.0
モンテイロジョエル,12,サントリーサンバーズ,14,25,191,91,24,47.6,35.1,64,27,9,5,86,7,23,20,0,0,0,103,42.2,3.6,0.2,7.3,
上田剛史,01,サントリーサンバーズ,5,3,15,8,1,53.3,46.7,2,2,0,0,15,0,5,1,6,4,0,8,100.0,2.7,0.0,-6.7,66.7
上田剛史,02,サントリーサンバーズ,5,7,18,6,4,33.3,11.1,1,0,0,1,12,0,0,3,18,13,0,7,0.0,0.9,0.1,6.2,72.2
上田剛史,12,サントリーサンバーズ,5,8,8,4,1,50.0,37.5,0,0,0,1,1,0,0,0,0,0,0,5,,0.5,0.1,0.0,
丸山利明,01,旭化成スパーキッズ,9,18,58,17,7,29.3,17.2,4,0,3,2,46,2,12,6,84,66,0,21,0.0,0.9,0.1,1.1,78.6
丸山利明,02,旭化成スパーキッズ,9,21,24,6,4,25.0,8.3,1,0,0,1,48,0,13,10,52,45,0,7,0.0,0.3,0.0,-1.6,86.5
丸山利明,11,旭化成スパーキッズ,9,9,30,10,0,33.3,33.3,5,1,0,0,19,1,7,3,39,32,0,11,20.0,1.1,0.0,0.0,82.1
丸山利明,12,旭化成スパーキッズ,9,23,67,29,6,43.3,34.3,3,1,0,5,70,3,10,10,126,96,0,37,33.3,1.3,0.2,4.3,76.2
丹山禎昭,02,JTサンダーズ,5,10,2,1,1,50.0,0.0,0,0,0,1,18,0,4,4,0,0,0,2,,0.1,0.1,0.0,
丹山禎昭,11,JTサンダーズ,5,9,3,2,0,66.7,66.7,0,0,0,3,13,1,2,3,0,0,0,6,,0.2,0.3,9.6,
丹山禎昭,12,JTサンダーズ,5,17,0,0,0,,,0,0,0,0,12,1,2,0,0,0,0,1,,0.0,0.0,4.2,
久保尚志,01,パナソニックパンサーズ,11,24,0,0,0,,,0,0,0,0,2,0,2,0,134,102,0,0,,0.0,0.0,-25.0,76.1
久保尚志,02,パナソニックパンサーズ,11,22,0,0,0,,,0,0,0,0,9,0,6,1,75,50,0,0,,0.0,0.0,-13.9,66.7
久保尚志,11,パナソニックパンサーズ,11,27,0,0,0,,,0,0,0,0,0,0,0,0,121,78,0,0,,0.0,0.0,,64.5
久保尚志,12,パナソニックパンサーズ,11,24,0,0,0,,,0,0,0,0,0,0,0,0,130,91,0,0,,0.0,0.0,,70.0
五十嵐元,02,豊田合成トレフェルサ,12,7,34,11,2,32.4,26.5,3,1,0,0,17,0,4,6,32,19,0,11,33.3,1.6,0.0,2.9,59.4
五十嵐元,11,豊田合成トレフェルサ,12,2,0,0,0,,,0,0,0,0,5,0,1,0,0,0,0,0,,0.0,0.0,-5.0,
今井啓介,01,パナソニックパンサーズ,4,25,37,20,0,54.1,54.1,0,0,0,11,67,1,4,12,4,3,0,32,,0.8,0.4,4.5,75.0
今井啓介,02,パナソニックパンサーズ,4,29,54,38,3,70.4,64.8,0,0,0,16,96,1,4,20,2,0,0,55,,1.3,0.6,5.2,0.0
今井啓介,11,パナソニックパンサーズ,4,27,55,32,2,58.2,54.5,0,0,0,16,65,0,4,6,8,6,0,48,,1.2,0.6,0.8,75.0
今井啓介,12,パナソニックパンサーズ,4,25,52,30,5,57.7,48.1,0,0,0,16,66,2,6,11,7,5,0,48,,1.2,0.6,4.9,71.4
今田祐介,01,東レアローズ,14,8,54,17,2,31.5,27.8,4,1,0,4,28,1,7,7,37,22,0,22,25.0,2.1,0.5,3.6,59.5
今田祐介,02,東レアローズ,14,17,122,58,11,47.5,38.5,29,14,3,4,62,2,12,15,92,68,0,64,48.3,3.4,0.2,4.4,73.9
今田祐介,11,東レアローズ,14,12,48,29,2,60.4,56.2,7,3,0,3,20,2,4,3,23,17,0,34,42.9,2.4,0.2,8.8,73.9
今田祐介,12,東レアローズ,14,11,54,19,4,35.2,27.8,4,2,1,2,24,0,6,8,22,10,0,21,50.0,1.7,0.2,2.1,45.5
伊藤信博,01,堺ブレイザーズ,15,18,36,17,1,47.2,44.4,0,0,0,7,45,2,6,11,3,2,0,26,,0.9,0.4,7.2,66.7
伊藤信博,02,堺ブレイザーズ,15,15,32,18,1,56.2,53.1,0,0,0,7,43,2,4,7,0,0,0,27,,1.2,0.5,6.4,
伊藤信博,11,堺ブレイザーズ,15,27,70,36,3,51.4,47.1,0,0,0,10,96,4,23,13,7,4,0,50,,1.3,0.4,1.6,57.1
伊藤信博,12,堺ブレイザーズ,15,22,65,30,6,46.2,36.9,0,0,0,21,71,3,10,14,3,1,0,54,,1.4,1.0,5.6,33.3
伊藤淳,01,旭化成スパーキッズ,7,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
伊藤淳,02,旭化成スパーキッズ,7,25,11,6,2,54.5,36.4,0,0,0,0,14,1,0,2,0,0,0,7,,0.2,0.0,10.7,
伊藤淳,11,旭化成スパーキッズ,7,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
佐々木太一,01,サントリーサンバーズ,2,20,52,34,1,65.4,63.5,0,0,0,7,60,2,6,20,0,0,0,43,,1.7,0.4,9.2,
佐々木太一,02,サントリーサンバーズ,2,24,77,37,5,48.1,41.6,0,0,0,17,82,2,9,18,2,2,0,56,,1.5,0.7,5.2,100.0
佐々木太一,11,サントリーサンバーズ,2,29,65,42,2,64.6,61.5,0,0,0,14,94,3,14,29,8,5,0,59,,1.4,0.5,7.2,62.5
佐々木太一,12,サントリーサンバーズ,2,21,64,26,5,40.6,32.8,0,0,0,8,64,2,11,22,4,1,0,36,,1.2,0.4,7.4,25.0
佐藤和夫,01,豊田合成トレフェルサ,17,23,3,0,3,0.0,-100.0,3,0,3,0,31,2,5,6,0,0,0,2,0.0,0.0,0.0,7.3,
佐藤和夫,02,豊田合成トレフェルサ,17,28,76,33,11,43.4,28.9,40,15,9,7,59,5,10,19,1,0,0,45,37.5,1.2,0.2,12.3,0.0
佐藤和夫,11,豊田合成トレフェルサ,17,18,3,2,0,66.7,66.7,0,0,0,2,20,1,4,9,0,0,0,5,,0.1,0.1,11.2,
佐藤和夫,12,豊田合成トレフェルサ,17,20,8,3,1,37.5,25.0,4,2,0,0,29,1,5,8,0,0,0,4,50.0,0.2,0.0,6.0,
内冨寛法,01,JTサンダーズ,17,6,31,9,7,29.0,6.5,14,4,4,2,19,1,7,3,1,0,0,12,28.6,1.5,0.3,0.0,0.0
内冨寛法,02,JTサンダーズ,17,15,89,48,9,53.9,43.8,32,16,5,0,36,5,9,5,0,0,0,53,50.0,3.2,0.0,11.1,
内冨寛法,11,JTサンダーズ,17,21,130,64,12,49.2,40.0,37,23,6,5,59,0,18,20,1,0,0,69,62.2,3.0,0.2,0.8,0.0
内冨寛法,12,JTサンダーズ,17,25,130,58,19,44.6,30.0,46,13,15,5,73,4,23,20,5,4,0,67,28.3,2.3,0.2,4.5,80.0
前田悟,01,JTサンダーズ,11,25,12,7,0,58.3,58.3,0,0,0,3,84,6,11,24,2,0,0,16,,0.3,0.1,11.0,0.0
前田悟,02,JTサンダーズ,11,15,4,1,1,25.0,0.0,0,0,0,2,41,1,7,6,1,0,0,4,,0.1,0.1,1.8,0.0
前田悟,11,JTサンダーズ,11,21,11,6,1,54.5,45.5,0,0,0,5,49,0,9,10,1,0,0,11,,0.3,0.2,0.5,0.0
前田悟,12,JTサンダーズ,11,26,16,9,2,56.2,43.8,0,0,0,9,89,4,13,25,2,0,0,22,,0.3,0.3,7.9,0.0
勝俣康之,01,豊田合成トレフェルサ,14,15,0,0,0,,,0,0,0,0,0,0,0,0,56,36,0,0,,0.0,0.0,,64.3
勝俣康之,02,豊田合成トレフェルサ,14,22,0,0,0,,,0,0,0,0,0,0,0,0,106,81,0,0,,0.0,0.0,,76.4
勝俣康之,11,豊田合成トレフェルサ,14,6,0,0,0,,,0,0,0,0,0,0,0,0,36,29,0,0,,0.0,0.0,,80.6
勝俣康之,12,豊田合成トレフェルサ,14,28,0,0,0,,,0,0,0,0,0,0,0,0,127,85,0,0,,0.0,0.0,,66.9
北島武,01,堺ブレイザーズ,4,11,54,25,4,46.3,38.9,3,2,0,1,21,0,9,2,32,21,0,26,66.7,2.3,0.1,-8.3,65.6
