試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2015-03-28,豊田合成トレフェルサ,1,,山田脩造,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2015-03-28,豊田合成トレフェルサ,2,,山近哲,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2015-03-28,豊田合成トレフェルサ,4,,内山正平,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,2,0.50,10,0,1,1,2.5,0,0,0,-
2015-03-28,豊田合成トレフェルサ,5,,前田一誠,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2015-03-28,豊田合成トレフェルサ,6,,近裕崇,4,■,■,■,■,nan,17,8,1,0.47058823529411764,0.4117647058823529,2.00,0,0,0,-,0,-,18,0,3,3,4.2,0,0,0,-
2015-03-28,豊田合成トレフェルサ,7,,白岩直也,4,■,■,■,■,nan,11,4,1,0.36363636363636365,0.2727272727272727,1.00,0,0,0,-,1,0.25,15,1,3,3,11.7,31,21,0,67.7
2015-03-28,豊田合成トレフェルサ,8,,井上崇昭,3,nan,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2015-03-28,豊田合成トレフェルサ,10,L,古賀幸一郎,4,〇,〇,〇,〇,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,31,27,0,87.1
2015-03-28,豊田合成トレフェルサ,12,,高松卓矢,4,■,■,■,■,nan,22,12,1,0.5454545454545454,0.5,3.00,1,0,0,0.0,2,0.50,15,0,4,4,6.7,18,12,0,66.7
2015-03-28,豊田合成トレフェルサ,13,,岡本秀明,2,□,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-
2015-03-28,豊田合成トレフェルサ,15,,オムルチェンイゴール,4,■,■,■,■,nan,56,31,3,0.5535714285714286,0.5,7.75,23,13,3,56.5,3,0.75,20,2,5,11,21.7,0,0,0,-
2015-03-28,豊田合成トレフェルサ,16,L,黒澤雄介,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2015-03-28,豊田合成トレフェルサ,19,,古賀太一郎,3,□,□,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2015-03-28,豊田合成トレフェルサ,22,,傳田亮太,4,■,■,■,■,nan,11,5,1,0.45454545454545453,0.36363636363636365,1.25,0,0,0,-,1,0.25,16,1,2,4,12.5,0,0,0,-
2015-03-28,豊田合成トレフェルサ,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,117,60,7,0.5128205128205128,0.452991452991453,15.00,24,13,3,54.2,9,2.25,96,4,18,27,10.8,80,60,0,75.0
