試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2019-11-24,ヴィクトリーナ姫路,埼玉上尾メディックス,0,3,0,1,,貞包里穂,3,■,■,■,nan,nan,23,4,1,17.4,13.0,1.33,2,0,1,0.0,0,-,10,1,0,6,25.0,15,7,3,56.7,5,,,,,,,,
2019-11-24,ヴィクトリーナ姫路,埼玉上尾メディックス,0,3,0,4,,浅津ゆうこ,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2019-11-24,ヴィクトリーナ姫路,埼玉上尾メディックス,0,3,0,5,,長野有紗,3,■,■,■,nan,nan,10,3,0,30.0,30.0,1.00,0,0,0,-,0,-,6,0,1,1,0.0,0,0,0,-,3,,,,,,,,
2019-11-24,ヴィクトリーナ姫路,埼玉上尾メディックス,0,3,0,6,,金杉由香,3,■,■,■,nan,nan,25,8,1,32.0,28.0,2.67,1,0,0,0.0,0,-,5,0,0,2,10.0,11,1,3,22.7,8,,,,,,,,
2019-11-24,ヴィクトリーナ姫路,埼玉上尾メディックス,0,3,0,7,,堀込奈央,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,9,0,0,2,5.6,0,0,0,-,0,,,,,,,,
2019-11-24,ヴィクトリーナ姫路,埼玉上尾メディックス,0,3,0,8,,片下恭子,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,1,0,1,50.0,0,,,,,,,,
2019-11-24,ヴィクトリーナ姫路,埼玉上尾メディックス,0,3,0,9,,吉岡可奈,1,■,nan,nan,nan,nan,3,0,1,0.0,-33.3,-,0,0,0,-,1,1.00,2,0,1,0,-12.5,0,0,0,-,1,,,,,,,,
2019-11-24,ヴィクトリーナ姫路,埼玉上尾メディックス,0,3,0,10,,脇田美怜,1,nan,nan,□,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,1,0,0,0,0.0,5,1,3,50.0,0,,,,,,,,
2019-11-24,ヴィクトリーナ姫路,埼玉上尾メディックス,0,3,0,11,,マライブナ,3,■,■,■,nan,nan,55,14,4,25.5,18.2,4.67,12,5,2,41.7,1,0.33,7,0,0,2,7.1,0,0,0,-,15,,,,,,,,
2019-11-24,ヴィクトリーナ姫路,埼玉上尾メディックス,0,3,0,13,,田中咲希,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0,,,,,,,,
2019-11-24,ヴィクトリーナ姫路,埼玉上尾メディックス,0,3,0,14,,高木理江,2,nan,■,■,nan,nan,3,0,0,0.0,0.0,-,0,0,0,-,0,-,10,0,0,3,7.5,0,0,0,-,0,,,,,,,,
2019-11-24,ヴィクトリーナ姫路,埼玉上尾メディックス,0,3,0,18,L,溝口由利香,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,29,11,7,50.0,0,,,,,,,,
2019-11-24,ヴィクトリーナ姫路,埼玉上尾メディックス,0,3,0,19,,兒島晴香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2019-11-24,ヴィクトリーナ姫路,埼玉上尾メディックス,0,3,0,20,,安田睦実,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0,,,,,,,,
2019-11-24,ヴィクトリーナ姫路,埼玉上尾メディックス,0,3,0,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,120,29,7,24.2,18.3,9.67,15,5,3,33.3,2,0.67,52,1,2,16,8.7,61,20,17,46.7,32,111,40,5,36.0,13,4.33,14.7,57.0
