試合日,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2019-11-30,1,,バグナスブライアン,4,■,■,■,■,,31,13,1,0.41935483870967744,0.3870967741935484,3.25,8,3,0,37.5,5,1.25,11,0,5,3,-4.5,22,9,8,59.1
2019-11-30,2,,田尻信太郎,3,,□,□,□,,0,0,0,,,-,0,0,0,-,0,-,2,0,1,1,0.0,0,0,0,-
2019-11-30,4,,勝将哉,4,■,■,■,■,,25,10,2,0.4,0.32,2.50,2,1,0,50.0,1,0.25,14,1,3,3,7.1,27,13,6,59.3
2019-11-30,5,,大西基之,2,□,,,□,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-11-30,6,,木本吉紀,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-11-30,7,,松尾敬介,3,□,□,,□,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,3,0,2,33.3
2019-11-30,8,,川口喬,4,■,■,■,■,,9,7,0,0.7777777777777778,0.7777777777777778,1.75,0,0,0,-,0,-,14,0,3,2,-1.8,0,0,0,-
2019-11-30,9,,林一壽,4,■,■,■,■,,12,5,0,0.4166666666666667,0.4166666666666667,1.25,0,0,0,-,4,1.00,13,0,1,1,0.0,0,0,0,-
2019-11-30,11,,辻口智也,2,□,□,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,2,0,0,0.0
2019-11-30,13,L,久保田雅人,4,●,●,●,●,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,26,19,3,78.8
2019-11-30,14,,ヤカングマ,4,■,■,■,■,,32,15,2,0.46875,0.40625,3.75,11,6,0,54.5,0,-,18,0,2,1,-1.4,0,0,0,-
2019-11-30,16,,濱本豊,1,,,□,,,4,2,0,0.5,0.5,2.00,2,1,0,50.0,0,-,1,0,1,0,-25.0,0,0,0,-
2019-11-30,22,,藤岡諒馬,4,■,■,■,■,,2,1,0,0.5,0.5,0.25,0,0,0,-,0,-,11,0,0,3,6.8,0,0,0,-
2019-11-30,24,,米田亘希,1,,,□,,,2,0,0,0.0,0.0,-,0,0,0,-,0,-,1,0,0,0,0.0,1,1,0,100.0
2019-11-30,チーム合計,チーム合計,チーム合計,4,,,,,,117,53,5,0.452991452991453,0.41025641025641024,13.25,23,11,0,47.8,10,2.50,85,1,16,14,0.6,81,42,19,63.6
