試合日,月,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2007-01-06,01,岡山シーガルズ,日立リヴァーレ,2,,山口舞,5,■,■,■,■,■,26,9,2,34.6,26.9,1.80,0,0,0,-,1,0.20,20,1,0,10,16.5,10,7,0,70.0,11
2007-01-06,01,岡山シーガルズ,日立リヴァーレ,3,,米村信子,3,nan,□,■,□,nan,4,0,2,0.0,-50.0,-,0,0,0,-,0,-,2,0,0,0,0.0,2,2,0,100.0,0
2007-01-06,01,岡山シーガルズ,日立リヴァーレ,4,,野村まり,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-01-06,01,岡山シーガルズ,日立リヴァーレ,5,L,小野優美子,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,28,14,0,50.0,0
2007-01-06,01,岡山シーガルズ,日立リヴァーレ,6,,堀口夏実,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2007-01-06,01,岡山シーガルズ,日立リヴァーレ,7,,神田千絵,3,■,■,nan,□,nan,27,7,1,25.9,22.2,2.33,0,0,0,-,2,0.67,9,1,0,3,17.2,3,1,0,33.3,10
2007-01-06,01,岡山シーガルズ,日立リヴァーレ,12,,村田奈都美,4,nan,□,□,■,■,32,13,1,40.6,37.5,3.25,0,0,0,-,0,-,11,0,1,6,13.6,15,7,0,46.7,13
2007-01-06,01,岡山シーガルズ,日立リヴァーレ,13,,高松未,5,■,■,■,■,■,22,10,1,45.5,40.9,2.00,0,0,0,-,2,0.40,16,0,2,5,7.8,15,10,0,66.7,12
2007-01-06,01,岡山シーガルズ,日立リヴァーレ,15,,岡野弘子,4,■,■,nan,■,■,0,0,0,,,-,0,0,0,-,1,0.25,11,0,0,6,13.6,0,0,0,-,1
2007-01-06,01,岡山シーガルズ,日立リヴァーレ,21,,森和代,5,■,■,■,■,■,32,12,2,37.5,31.2,2.40,1,0,0,0.0,2,0.40,12,0,1,2,4.2,10,5,0,50.0,14
2007-01-06,01,岡山シーガルズ,日立リヴァーレ,33,,若浦貴子,5,■,■,■,■,■,53,18,6,34.0,22.6,3.60,0,0,0,-,4,0.80,12,0,0,2,4.2,6,4,0,66.7,22
2007-01-06,01,岡山シーガルズ,日立リヴァーレ,41,,小菅真弓,3,nan,□,■,□,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2007-01-06,01,日立リヴァーレ,岡山シーガルズ,1,,黒羽桂子,5,■,■,■,■,■,0,0,0,,,-,0,0,0,-,0,-,12,0,1,5,10.4,0,0,0,-,0
2007-01-06,01,日立リヴァーレ,岡山シーガルズ,2,,板橋恵,4,□,□,□,nan,□,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-,0
2007-01-06,01,日立リヴァーレ,岡山シーガルズ,3,,松尾留比子,5,□,□,□,□,□,22,7,1,31.8,27.3,1.40,0,0,0,-,0,-,4,0,0,0,0.0,2,2,0,100.0,7
2007-01-06,01,日立リヴァーレ,岡山シーガルズ,4,,田中弓貴,5,■,■,■,■,■,38,12,3,31.6,23.7,2.40,0,0,0,-,0,-,20,0,1,8,10.0,20,9,0,45.0,12
2007-01-06,01,日立リヴァーレ,岡山シーガルズ,8,,井西彩乃,5,□,■,■,■,■,28,8,0,28.6,28.6,1.60,0,0,0,-,0,-,11,1,1,5,18.6,23,14,0,60.9,9
2007-01-06,01,日立リヴァーレ,岡山シーガルズ,9,,熊沢美穂,1,■,nan,nan,nan,nan,7,1,2,14.3,-14.3,1.00,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,1
2007-01-06,01,日立リヴァーレ,岡山シーガルズ,11,,海老原めぐみ,2,nan,□,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,3,1,0,1,35.0,0,0,0,-,1
2007-01-06,01,日立リヴァーレ,岡山シーガルズ,12,,齋藤加奈子,5,■,■,■,■,■,34,14,1,41.2,38.2,2.80,0,0,0,-,0,-,8,0,0,3,9.4,33,21,0,63.6,14
2007-01-06,01,日立リヴァーレ,岡山シーガルズ,13,,田原香理,5,■,■,■,■,■,32,12,1,37.5,34.4,2.40,0,0,0,-,3,0.60,12,0,0,4,8.3,0,0,0,-,15
2007-01-06,01,日立リヴァーレ,岡山シーガルズ,14,,嶋田美樹,5,■,■,■,■,■,13,7,0,53.8,53.8,1.40,0,0,0,-,3,0.60,18,0,0,10,13.9,0,0,0,-,10
2007-01-06,01,日立リヴァーレ,岡山シーガルズ,17,L,井野亜季子,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,11,9,0,81.8,0
2007-01-06,01,日立リヴァーレ,岡山シーガルズ,20,,水口友見,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,2,0,0,0.0,0
2007-01-06,01,東レアローズ,武富士バンブー,1,,向井久子,4,■,■,■,■,nan,48,15,1,31.2,29.2,3.75,0,0,0,-,1,0.25,11,0,0,1,2.3,17,15,0,88.2,16
2007-01-06,01,東レアローズ,武富士バンブー,2,,芝田安希,2,nan,□,nan,□,nan,4,0,0,0.0,0.0,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,0
2007-01-06,01,東レアローズ,武富士バンブー,3,,西脇万里子,4,■,■,■,■,nan,18,7,2,38.9,27.8,1.75,0,0,0,-,1,0.25,19,1,1,3,8.2,1,1,0,100.0,9
2007-01-06,01,東レアローズ,武富士バンブー,4,,冨田寧寧,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-01-06,01,東レアローズ,武富士バンブー,6,,荒木絵里香,4,■,■,■,■,nan,27,11,4,40.7,25.9,2.75,1,0,1,0.0,4,1.00,11,0,3,1,2.3,0,0,0,-,15
2007-01-06,01,東レアローズ,武富士バンブー,7,L,濱口華菜里,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,29,27,0,93.1,0
2007-01-06,01,東レアローズ,武富士バンブー,8,,中道瞳,3,nan,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0,0,-,0
2007-01-06,01,東レアローズ,武富士バンブー,9,,大山未希,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,1,0.25,12,0,0,1,2.1,0,0,0,-,1
2007-01-06,01,東レアローズ,武富士バンブー,11,,木村沙織,4,■,■,■,■,nan,32,15,6,46.9,28.1,3.75,1,0,0,0.0,1,0.25,13,0,1,0,0.0,21,17,0,81.0,16
2007-01-06,01,東レアローズ,武富士バンブー,12,,佐藤美耶,4,■,■,■,■,nan,29,10,1,34.5,31.0,2.50,1,0,0,0.0,1,0.25,14,0,2,1,1.8,18,14,0,77.8,11
2007-01-06,01,東レアローズ,武富士バンブー,13,,高田ありさ,2,nan,nan,□,□,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2007-01-06,01,東レアローズ,武富士バンブー,14,,和田麻里江,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-01-06,01,武富士バンブー,東レアローズ,0,,吉澤智恵,4,■,■,■,■,nan,32,9,4,28.1,15.6,2.25,1,0,1,0.0,1,0.25,13,1,0,0,6.2,28,26,0,92.9,11
2007-01-06,01,武富士バンブー,東レアローズ,3,,エステスイェヴゲーニャ,4,■,■,■,■,nan,61,19,5,31.1,23.0,4.75,9,2,2,22.2,2,0.50,15,0,0,0,0.0,28,26,0,92.9,21
2007-01-06,01,武富士バンブー,東レアローズ,5,,足立留美,4,■,■,■,■,nan,36,12,0,33.3,33.3,3.00,9,3,0,33.3,1,0.25,17,2,1,3,15.0,10,6,0,60.0,15
2007-01-06,01,武富士バンブー,東レアローズ,7,,内藤香菜子,4,■,■,■,■,nan,15,8,1,53.3,46.7,2.00,0,0,0,-,5,1.25,11,0,0,2,4.5,4,4,0,100.0,13
2007-01-06,01,武富士バンブー,東レアローズ,9,,春山幸恵,2,nan,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-01-06,01,武富士バンブー,東レアローズ,10,,井村仁美,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,0,-,13,0,1,1,1.9,0,0,0,-,0
2007-01-06,01,武富士バンブー,東レアローズ,13,,田向友美,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,13,1,1,3,11.9,0,0,0,-,1
2007-01-06,01,武富士バンブー,東レアローズ,16,,小松留美,2,■,■,nan,nan,nan,4,1,0,25.0,25.0,0.50,0,0,0,-,0,-,4,0,0,0,0.0,1,1,0,100.0,1
2007-01-06,01,武富士バンブー,東レアローズ,17,,池浦文香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-01-06,01,武富士バンブー,東レアローズ,20,,石川友紀,3,nan,□,■,■,nan,11,6,0,54.5,54.5,2.00,0,0,0,-,3,1.00,6,0,2,0,0.0,0,0,0,-,9
2007-01-06,01,武富士バンブー,東レアローズ,22,,石田瑞穂,3,□,nan,□,□,nan,3,1,0,33.3,33.3,0.33,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,1
2007-01-06,01,武富士バンブー,東レアローズ,33,L,和久山志恵里,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,8,8,0,100.0,0
2007-01-06,01,久光製薬スプリングス,トヨタ車体クインシーズ,2,,成田郁久美,4,■,■,■,■,nan,16,7,2,43.8,31.2,1.75,1,0,1,0.0,1,0.25,11,0,1,3,6.8,7,3,0,42.9,8
2007-01-06,01,久光製薬スプリングス,トヨタ車体クインシーズ,3,,落合真理,2,■,■,nan,nan,nan,14,5,0,35.7,35.7,2.50,1,1,0,100.0,0,-,10,0,1,4,10.0,2,1,0,50.0,5
2007-01-06,01,久光製薬スプリングス,トヨタ車体クインシーズ,4,,先野久美子,4,■,■,■,■,nan,29,16,0,55.2,55.2,4.00,0,0,0,-,4,1.00,11,0,1,3,6.8,1,1,0,100.0,20
2007-01-06,01,久光製薬スプリングス,トヨタ車体クインシーズ,5,,小山修加,2,nan,□,□,nan,nan,1,1,0,100.0,100.0,0.50,1,1,0,100.0,0,-,4,1,1,0,20.0,0,0,0,-,2
2007-01-06,01,久光製薬スプリングス,トヨタ車体クインシーズ,7,,狩野美雪,4,■,■,■,■,nan,37,15,2,40.5,35.1,3.75,2,1,0,50.0,1,0.25,22,4,1,6,24.1,17,8,0,47.1,20
2007-01-06,01,久光製薬スプリングス,トヨタ車体クインシーズ,8,,大村加奈子,4,■,■,■,■,nan,10,3,0,30.0,30.0,0.75,0,0,0,-,1,0.25,15,0,2,4,6.7,1,0,0,0.0,4
2007-01-06,01,久光製薬スプリングス,トヨタ車体クインシーズ,10,L,佐野優子,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,37,27,0,73.0,0
2007-01-06,01,久光製薬スプリングス,トヨタ車体クインシーズ,11,,フォフィーニャアナパウラ,2,nan,nan,■,■,nan,24,9,3,37.5,25.0,4.50,6,2,1,33.3,0,-,7,0,0,5,17.9,6,3,0,50.0,9
2007-01-06,01,久光製薬スプリングス,トヨタ車体クインシーズ,13,,三上彩,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-01-06,01,久光製薬スプリングス,トヨタ車体クインシーズ,15,,徳川恵理,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-01-06,01,久光製薬スプリングス,トヨタ車体クインシーズ,16,,浅津ゆうこ,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-01-06,01,久光製薬スプリングス,トヨタ車体クインシーズ,17,,橋本直子,4,■,■,■,■,nan,2,1,0,50.0,50.0,0.25,0,0,0,-,1,0.25,15,1,3,6,16.7,0,0,0,-,3
2007-01-06,01,トヨタ車体クインシーズ,久光製薬スプリングス,1,,都築有美子,4,■,■,■,■,nan,31,9,5,29.0,12.9,2.25,0,0,0,-,0,-,12,2,1,8,30.0,15,11,0,73.3,11
2007-01-06,01,トヨタ車体クインシーズ,久光製薬スプリングス,3,,原田美樹,4,■,■,■,■,nan,32,10,2,31.2,25.0,2.50,0,0,0,-,2,0.50,10,0,1,3,7.5,4,1,0,25.0,12
2007-01-06,01,トヨタ車体クインシーズ,久光製薬スプリングス,4,,船崎恵視,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,1,0.25,18,1,1,6,13.9,0,0,0,-,2
2007-01-06,01,トヨタ車体クインシーズ,久光製薬スプリングス,5,,羽根翠,4,■,■,■,■,nan,29,10,3,34.5,24.1,2.50,0,0,0,-,3,0.75,10,0,1,4,10.0,31,16,0,51.6,13
2007-01-06,01,トヨタ車体クインシーズ,久光製薬スプリングス,9,,荒海陽子,3,nan,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,6,0,2,1,4.2,0,0,0,-,0
2007-01-06,01,トヨタ車体クインシーズ,久光製薬スプリングス,11,L,八田奈都己,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,20,13,0,65.0,0
2007-01-06,01,トヨタ車体クインシーズ,久光製薬スプリングス,13,,西美佳,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-01-06,01,トヨタ車体クインシーズ,久光製薬スプリングス,14,,田辺友紀,2,□,□,nan,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-01-06,01,トヨタ車体クインシーズ,久光製薬スプリングス,15,,堀崎智恵美,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-01-06,01,トヨタ車体クインシーズ,久光製薬スプリングス,16,,野元葉月,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,4,3,0,75.0,0
2007-01-06,01,トヨタ車体クインシーズ,久光製薬スプリングス,17,,及川英香,4,■,■,■,■,nan,10,4,0,40.0,40.0,1.00,0,0,0,-,2,0.50,14,0,1,2,3.6,0,0,0,-,6
2007-01-06,01,トヨタ車体クインシーズ,久光製薬スプリングス,19,,ジュンクビストアンジェリカ,4,■,■,■,■,nan,31,14,3,45.2,35.5,3.50,0,0,0,-,1,0.25,9,0,0,2,5.6,7,4,0,57.1,15
2007-01-06,01,JTマーヴェラス,パイオニアレッドウィングス,1,,江藤直美,4,■,■,■,■,nan,16,6,3,37.5,18.8,1.50,0,0,0,-,0,-,21,0,2,1,1.2,1,1,0,100.0,6
2007-01-06,01,JTマーヴェラス,パイオニアレッドウィングス,2,,谷口雅美,4,■,■,■,■,nan,49,21,1,42.9,40.8,5.25,5,3,1,60.0,3,0.75,10,0,2,2,5.0,14,9,0,64.3,24
2007-01-06,01,JTマーヴェラス,パイオニアレッドウィングス,3,,モレーノケニー,4,■,■,■,■,nan,42,25,3,59.5,52.4,6.25,21,14,2,66.7,2,0.50,18,0,6,3,4.2,0,0,0,-,27
2007-01-06,01,JTマーヴェラス,パイオニアレッドウィングス,4,,久保雅,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-01-06,01,JTマーヴェラス,パイオニアレッドウィングス,5,L,菅山かおる,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,22,22,0,100.0,0
2007-01-06,01,JTマーヴェラス,パイオニアレッドウィングス,7,,竹下佳江,4,■,■,■,■,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,19,2,0,1,11.8,0,0,0,-,2
2007-01-06,01,JTマーヴェラス,パイオニアレッドウィングス,8,,高木理江,4,■,■,■,■,nan,29,7,3,24.1,13.8,1.75,3,0,1,0.0,2,0.50,12,1,2,0,6.7,33,26,0,78.8,10
2007-01-06,01,JTマーヴェラス,パイオニアレッドウィングス,9,,宝来麻紀子,4,■,■,■,■,nan,9,3,1,33.3,22.2,0.75,0,0,0,-,2,0.50,11,0,0,2,4.5,0,0,0,-,5
2007-01-06,01,JTマーヴェラス,パイオニアレッドウィングス,11,,朝倉香苗,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,7,6,0,85.7,0
2007-01-06,01,JTマーヴェラス,パイオニアレッドウィングス,12,,平山恵,2,nan,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0,0,-,0
2007-01-06,01,JTマーヴェラス,パイオニアレッドウィングス,14,,遠藤りつこ,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-01-06,01,JTマーヴェラス,パイオニアレッドウィングス,15,,位田愛,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0,0,-,0
2007-01-06,01,パイオニアレッドウィングス,JTマーヴェラス,0,,佐々木みき,4,■,■,■,■,nan,35,14,4,40.0,28.6,3.50,11,3,1,27.3,0,-,13,1,3,1,9.6,8,7,0,87.5,15
2007-01-06,01,パイオニアレッドウィングス,JTマーヴェラス,1,,栗原恵,4,■,■,■,■,nan,36,11,4,30.6,19.4,2.75,9,4,1,44.4,1,0.25,15,1,1,3,10.3,5,3,0,60.0,13
2007-01-06,01,パイオニアレッドウィングス,JTマーヴェラス,2,,杉本早希,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-01-06,01,パイオニアレッドウィングス,JTマーヴェラス,4,,庄司夕起,4,■,■,■,■,nan,19,8,0,42.1,42.1,2.00,0,0,0,-,0,-,8,0,2,0,0.0,2,2,0,100.0,8
2007-01-06,01,パイオニアレッドウィングス,JTマーヴェラス,5,,多治見麻子,4,■,■,■,■,nan,24,11,1,45.8,41.7,2.75,0,0,0,-,3,0.75,21,0,0,4,4.8,2,2,0,100.0,14
2007-01-06,01,パイオニアレッドウィングス,JTマーヴェラス,10,L,加藤理絵,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,22,19,0,86.4,0
2007-01-06,01,パイオニアレッドウィングス,JTマーヴェラス,12,,小濱ゆみ,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,1,0,0.0,0,0,0,-,0
2007-01-06,01,パイオニアレッドウィングス,JTマーヴェラス,15,,細川麻美,1,nan,nan,nan,□,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-01-06,01,パイオニアレッドウィングス,JTマーヴェラス,16,,内田役子,4,■,■,■,■,nan,2,0,1,0.0,-50.0,-,0,0,0,-,0,-,8,0,0,1,3.1,0,0,0,-,0
