試合日,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2019-03-09,JTマーヴェラス,デンソーエアリービーズ,1,,芥川愛加,5,■,■,■,■,■,13,4,0,30.8,30.8,0.80,0,0,0,-,2,0.40,11,1,2,0,4.5,0,0,0,-,7
2019-03-09,JTマーヴェラス,デンソーエアリービーズ,2,,林琴奈,3,■,■,nan,nan,□,7,1,1,14.3,0.0,0.33,0,0,0,-,1,0.33,5,1,0,1,25.0,14,5,4,50.0,3
2019-03-09,JTマーヴェラス,デンソーエアリービーズ,3,,小川杏奈,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-09,JTマーヴェラス,デンソーエアリービーズ,4,,橘井友香,5,□,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,7,0,0,0,0.0,0,0,0,-,0
2019-03-09,JTマーヴェラス,デンソーエアリービーズ,5,,柴田真果,2,nan,nan,nan,□,□,0,0,0,,,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0,0,-,0
2019-03-09,JTマーヴェラス,デンソーエアリービーズ,6,,田中瑞稀,5,■,■,■,■,■,50,17,0,34.0,34.0,3.40,5,2,0,40.0,0,-,17,3,0,4,23.5,33,11,11,50.0,20
2019-03-09,JTマーヴェラス,デンソーエアリービーズ,7,,田中美咲,5,■,■,■,■,■,0,0,0,,,-,0,0,0,-,0,-,21,1,0,5,10.7,0,0,0,-,1
2019-03-09,JTマーヴェラス,デンソーエアリービーズ,8,,カムンタラーケオカラヤー,5,■,■,■,■,■,19,6,4,31.6,10.5,1.20,0,0,0,-,1,0.20,9,0,1,1,0.0,0,0,0,-,7
2019-03-09,JTマーヴェラス,デンソーエアリービーズ,9,,ミハイロヴィッチブランキツァ,5,■,■,■,■,■,74,33,8,44.6,33.8,6.60,20,8,5,40.0,2,0.40,11,2,1,6,29.5,0,0,0,-,37
2019-03-09,JTマーヴェラス,デンソーエアリービーズ,10,,栗原恵,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-09,JTマーヴェラス,デンソーエアリービーズ,11,,目黒優佳,5,□,□,■,■,■,14,1,0,7.1,7.1,0.20,0,0,0,-,1,0.20,15,1,1,4,11.7,21,16,3,83.3,3
2019-03-09,JTマーヴェラス,デンソーエアリービーズ,14,,ヒックマンジャスティス,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-09,JTマーヴェラス,デンソーエアリービーズ,15,L,小幡真子,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,24,16,5,77.1,0
2019-03-09,JTマーヴェラス,デンソーエアリービーズ,16,,山本美沙,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-09,JTマーヴェラス,デンソーエアリービーズ,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,177,62,13,35.0,27.7,12.40,25,10,5,40.0,7,1.40,99,9,5,21,13.1,92,48,23,64.7,78
