名前,月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
モハメドカタブ,01,大分三好ヴァイセアドラー,4,9,42,22,3,52.4,45.2,16,8,3,6,27,0,13,10,1,0,0,50.0,2.4,0.7,-2.8,0.0
モハメドカタブ,02,大分三好ヴァイセアドラー,4,21,178,83,15,46.6,38.2,71,34,8,8,82,10,19,25,0,0,0,47.9,4.0,0.4,14.0,
モハメドカタブ,03,大分三好ヴァイセアドラー,4,34,260,129,18,49.6,42.7,101,52,5,11,155,17,40,64,0,0,0,51.5,3.8,0.3,14.8,
モハメドカタブ,12,大分三好ヴァイセアドラー,4,10,70,37,3,52.9,48.6,24,16,0,2,37,4,16,12,1,0,0,66.7,3.7,0.2,8.1,0.0
三芳健斗,01,富士通カワサキレッドスピリッツ,6,2,3,2,0,66.7,66.7,0,0,0,2,4,0,0,3,0,0,0,,1.0,1.0,18.8,
三芳健斗,02,富士通カワサキレッドスピリッツ,6,4,10,7,1,70.0,60.0,0,0,0,2,8,0,1,3,0,0,0,,1.8,0.5,6.2,
三芳健斗,03,富士通カワサキレッドスピリッツ,6,2,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,,0.0,0.0,12.5,
三芳健斗,12,富士通カワサキレッドスピリッツ,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
上原大,01,トヨタ自動車サンホークス,10,18,115,53,13,46.1,34.8,0,0,0,9,54,1,5,18,9,5,0,,2.9,0.5,7.9,55.6
上原大,02,トヨタ自動車サンホークス,10,11,75,29,16,38.7,17.3,0,0,0,4,31,0,7,9,7,4,0,,2.6,0.4,1.6,57.1
上原大,03,トヨタ自動車サンホークス,10,10,85,38,11,44.7,31.8,4,2,0,2,35,0,2,11,2,1,0,50.0,3.8,0.2,6.4,50.0
上原大,12,トヨタ自動車サンホークス,10,7,65,27,7,41.5,30.8,0,0,0,4,23,1,3,9,0,0,0,,3.9,0.6,10.9,
上村駿,01,東京ヴェルディ,15,15,42,22,2,52.4,47.6,0,0,0,13,35,1,5,18,0,0,0,,1.5,0.9,12.1,
上村駿,02,東京ヴェルディ,15,26,79,47,6,59.5,51.9,0,0,0,18,66,1,3,16,1,1,0,,1.8,0.7,6.4,100.0
下出谷剛生,01,近畿クラブスフィーダ,23,12,14,5,0,35.7,35.7,2,0,0,0,42,4,10,13,2,0,0,0.0,0.4,0.0,11.3,0.0
下出谷剛生,03,近畿クラブスフィーダ,23,6,7,6,0,85.7,85.7,0,0,0,2,40,2,10,21,0,0,0,,1.0,0.3,11.9,
