名前,月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
アダムスモニーク,01,東レアローズ,6,22,218,94,16,43.1,35.8,9,3,1,9,96,3,15,20,127,92,0,106,33.3,4.3,0.4,4.4,72.4
アダムスモニーク,02,東レアローズ,6,16,129,59,13,45.7,35.7,2,0,0,4,54,3,9,9,135,99,0,66,0.0,3.7,0.2,5.6,73.3
アダムスモニーク,12,東レアローズ,6,28,249,116,18,46.6,39.4,10,6,1,16,148,13,13,46,142,106,0,145,60.0,4.1,0.6,14.4,74.6
アルタモノワエブゲーニャ,01,武富士バンブー,8,12,195,71,15,36.4,28.7,51,13,7,2,39,0,2,4,62,44,0,73,25.5,5.9,0.2,1.3,71.0
アルタモノワエブゲーニャ,02,武富士バンブー,8,19,292,128,15,43.8,38.7,71,28,6,6,71,1,5,12,86,66,0,135,39.4,6.7,0.3,3.9,76.7
アルタモノワエブゲーニャ,12,武富士バンブー,8,25,341,144,26,42.2,34.6,111,42,11,1,68,0,4,12,101,75,0,145,37.8,5.8,0.0,2.9,74.3
クロフォードテリーズ,01,日立リヴァーレ,16,23,271,104,33,38.4,26.2,59,23,13,5,84,4,4,15,16,8,0,113,39.0,4.5,0.2,8.0,50.0
クロフォードテリーズ,02,日立リヴァーレ,16,15,163,57,15,35.0,25.8,19,4,6,4,51,0,4,12,5,4,0,61,21.1,3.8,0.3,3.9,80.0
クロフォードテリーズ,12,日立リヴァーレ,16,31,304,103,32,33.9,23.4,7,1,4,7,103,6,6,33,50,26,0,116,14.3,3.3,0.2,12.4,52.0
フールマンフランシーヌ,01,パイオニアレッドウィングス,3,20,133,69,7,51.9,46.6,0,0,0,21,78,3,16,19,3,3,0,93,,3.4,1.0,4.8,100.0
フールマンフランシーヌ,02,パイオニアレッドウィングス,3,19,128,68,5,53.1,49.2,0,0,0,12,69,2,12,15,3,2,0,82,,3.6,0.6,4.0,66.7
フールマンフランシーヌ,12,パイオニアレッドウィングス,3,28,198,99,10,50.0,44.9,3,1,0,22,86,3,12,15,11,9,0,124,33.3,3.5,0.8,4.4,81.8
三浦聖子,01,デンソーエアリービーズ,10,10,0,0,0,,,0,0,0,0,10,0,1,2,19,13,0,0,,0.0,0.0,2.5,68.4
三浦聖子,02,デンソーエアリービーズ,10,15,0,0,0,,,0,0,0,0,9,0,0,0,12,10,0,0,,0.0,0.0,0.0,83.3
三浦聖子,12,デンソーエアリービーズ,10,8,0,0,0,,,0,0,0,0,6,0,1,1,13,8,0,0,,0.0,0.0,0.0,61.5
三澤由佳,01,武富士バンブー,14,16,39,13,3,33.3,25.6,0,0,0,1,51,1,4,8,1,1,0,15,,0.8,0.1,3.9,100.0
三澤由佳,02,武富士バンブー,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
上田麻乃,02,シーガルズ,8,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
中川佑美,02,東レアローズ,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
中川佑美,12,東レアローズ,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
中村夕紀美,01,茂原アルカス,4,5,0,0,0,,,0,0,0,0,8,0,0,1,4,4,0,0,,0.0,0.0,3.1,100.0
中村夕紀美,02,茂原アルカス,4,17,0,0,0,,,0,0,0,0,15,0,2,7,66,48,0,0,,0.0,0.0,8.3,72.7
中村夕紀美,12,茂原アルカス,4,19,0,0,0,,,0,0,0,0,0,0,0,0,141,94,0,0,,0.0,0.0,,66.7
中道瞳,01,東レアローズ,15,8,0,0,0,,,0,0,0,0,10,0,0,2,0,0,0,0,,0.0,0.0,5.0,
中道瞳,02,東レアローズ,15,10,0,0,0,,,0,0,0,0,9,0,1,2,0,0,0,0,,0.0,0.0,2.8,
中道瞳,12,東レアローズ,15,14,0,0,0,,,0,0,0,0,20,1,0,3,0,0,0,1,,0.0,0.0,8.8,
久保庭怜奈,01,パイオニアレッドウィングス,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
久保庭怜奈,02,パイオニアレッドウィングス,14,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
久保庭怜奈,12,パイオニアレッドウィングス,14,4,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,
久保雅,01,JTマーヴェラス,16,15,66,28,3,42.4,37.9,0,0,0,9,48,1,3,17,5,4,0,38,,1.9,0.6,9.4,80.0
久保雅,02,JTマーヴェラス,16,13,47,12,4,25.5,17.0,0,0,0,8,42,0,2,15,3,0,0,20,,0.9,0.6,7.7,0.0
久保雅,12,JTマーヴェラス,16,2,1,1,0,100.0,100.0,0,0,0,1,0,0,0,0,0,0,0,2,,0.5,0.5,,
五十川葉子,01,東レアローズ,3,7,0,0,0,,,0,0,0,0,0,0,0,0,4,4,0,0,,0.0,0.0,,100.0
五十川葉子,02,東レアローズ,3,1,4,0,0,0.0,0.0,0,0,0,0,1,0,0,0,4,3,0,0,,0.0,0.0,0.0,75.0
五十川葉子,12,東レアローズ,3,13,24,14,2,58.3,50.0,0,0,0,0,17,0,1,2,37,19,0,14,,1.1,0.0,1.5,51.4
井上香織,01,デンソーエアリービーズ,8,5,5,1,1,20.0,0.0,0,0,0,1,8,0,1,1,0,0,0,2,,0.2,0.2,0.0,
井上香織,02,デンソーエアリービーズ,8,2,1,1,0,100.0,100.0,0,0,0,0,1,0,0,0,0,0,0,1,,0.5,0.0,0.0,
井上香織,12,デンソーエアリービーズ,8,7,1,0,0,0.0,0.0,0,0,0,1,3,0,0,1,0,0,0,1,,0.0,0.1,8.3,
井村仁美,01,武富士バンブー,9,20,2,1,0,50.0,50.0,0,0,0,0,69,1,2,13,0,0,0,2,,0.0,0.0,5.4,
井村仁美,02,武富士バンブー,9,19,5,2,0,40.0,40.0,0,0,0,1,69,1,12,11,1,1,0,4,,0.1,0.1,1.1,100.0
井村仁美,12,武富士バンブー,9,24,2,1,0,50.0,50.0,0,0,0,0,65,1,1,11,0,0,0,2,,0.0,0.0,5.4,
井西彩乃,02,茂原アルカス,14,5,3,2,0,66.7,66.7,0,0,0,0,4,0,1,1,5,3,0,2,,0.4,0.0,0.0,60.0
仁木希,01,NECレッドロケッツ,4,8,66,25,4,37.9,31.8,0,0,0,0,28,1,1,12,38,33,0,26,,3.1,0.0,13.4,86.8
仁木希,02,NECレッドロケッツ,4,12,52,22,4,42.3,34.6,0,0,0,2,27,1,1,6,40,33,0,25,,1.8,0.2,8.3,82.5
仁木希,12,NECレッドロケッツ,4,18,105,41,4,39.0,35.2,1,0,0,6,54,0,4,15,81,62,0,47,0.0,2.3,0.3,5.1,76.5
伊地知麻貴,01,武富士バンブー,11,21,1,1,0,100.0,100.0,0,0,0,2,14,0,0,4,0,0,0,3,,0.0,0.1,7.1,
伊地知麻貴,02,武富士バンブー,11,17,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
伊地知麻貴,12,武富士バンブー,11,22,2,0,0,0.0,0.0,0,0,0,4,25,1,2,3,0,0,0,5,,0.0,0.2,5.0,
佐々木みき,01,パイオニアレッドウィングス,0,20,250,116,17,46.4,39.6,65,26,11,5,82,1,17,7,33,23,0,122,40.0,5.8,0.2,-1.8,69.7
佐々木みき,02,パイオニアレッドウィングス,0,19,188,73,10,38.8,33.5,36,15,3,7,72,2,17,7,34,22,0,82,41.7,3.8,0.4,-0.7,64.7
佐々木みき,12,パイオニアレッドウィングス,0,28,325,143,14,44.0,39.7,79,30,5,11,107,4,22,13,90,56,0,158,38.0,5.1,0.4,1.6,62.2
佐田樹理,01,JTマーヴェラス,14,24,107,35,4,32.7,29.0,1,0,0,3,83,3,7,32,97,64,0,41,0.0,1.5,0.1,11.1,66.0
佐田樹理,02,JTマーヴェラス,14,16,63,19,5,30.2,22.2,1,0,0,1,44,5,7,9,55,39,0,25,0.0,1.2,0.1,12.5,70.9
佐田樹理,12,JTマーヴェラス,14,19,13,4,1,30.8,23.1,0,0,0,0,29,1,1,8,30,20,0,5,,0.2,0.0,9.5,66.7
佐藤朱里,02,パイオニアレッドウィングス,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
先野久美子,01,久光製薬スプリングス,4,30,174,76,10,43.7,37.9,0,0,0,24,58,1,1,18,4,4,0,101,,2.5,0.8,9.1,100.0
先野久美子,02,久光製薬スプリングス,4,17,95,40,7,42.1,34.7,0,0,0,11,41,2,3,7,0,0,0,53,,2.4,0.6,7.3,
先野久美子,12,久光製薬スプリングス,4,27,145,62,4,42.8,40.0,1,0,0,10,91,1,1,28,6,6,0,73,0.0,2.3,0.4,8.5,100.0
内田役子,01,パイオニアレッドウィングス,16,19,10,3,1,30.0,20.0,0,0,0,1,60,2,9,16,0,0,0,6,,0.2,0.1,6.2,
内田役子,02,パイオニアレッドウィングス,16,19,10,7,1,70.0,60.0,0,0,0,3,69,1,7,12,0,0,0,11,,0.4,0.2,3.3,
内田役子,12,パイオニアレッドウィングス,16,28,10,8,0,80.0,80.0,0,0,0,6,98,6,13,14,0,0,0,20,,0.3,0.2,6.4,
内藤香菜子,01,武富士バンブー,7,17,53,21,8,39.6,24.5,0,0,0,6,38,1,1,9,86,59,0,28,,1.2,0.4,7.9,68.6
内藤香菜子,02,武富士バンブー,7,19,69,26,4,37.7,31.9,0,0,0,18,70,2,9,14,122,82,0,46,,1.4,0.9,4.6,67.2
内藤香菜子,12,武富士バンブー,7,27,53,14,5,26.4,17.0,0,0,0,13,81,3,5,18,96,73,0,30,,0.5,0.5,7.7,76.0
冨田寧寧,01,東レアローズ,8,22,94,44,4,46.8,42.6,0,0,0,9,76,2,0,16,2,2,0,55,,2.0,0.4,7.9,100.0
冨田寧寧,02,東レアローズ,8,21,104,51,2,49.0,47.1,0,0,0,11,73,1,3,14,2,2,0,63,,2.4,0.5,5.1,100.0
冨田寧寧,12,東レアローズ,8,27,121,49,6,40.5,35.5,0,0,0,21,81,0,1,18,6,4,0,70,,1.8,0.8,5.2,66.7
加藤理絵,12,パイオニアレッドウィングス,10,2,0,0,0,,,0,0,0,0,5,0,0,3,3,3,0,0,,0.0,0.0,15.0,100.0
古舘歩,01,デンソーエアリービーズ,20,10,0,0,0,,,0,0,0,0,11,0,1,2,16,10,0,0,,0.0,0.0,2.3,62.5
古舘歩,02,デンソーエアリービーズ,20,3,0,0,0,,,0,0,0,0,5,0,0,0,2,2,0,0,,0.0,0.0,0.0,100.0
吉原知子,01,パイオニアレッドウィングス,11,20,93,45,7,48.4,40.9,0,0,0,7,95,4,6,24,57,48,0,56,,2.2,0.4,8.9,84.2
吉原知子,02,パイオニアレッドウィングス,11,19,111,53,7,47.7,41.4,0,0,0,8,77,3,5,15,76,57,0,64,,2.8,0.4,7.1,75.0
吉原知子,12,パイオニアレッドウィングス,11,28,150,64,5,42.7,39.3,0,0,0,11,131,6,6,31,56,43,0,81,,2.3,0.4,9.4,76.8
吉澤智恵,01,武富士バンブー,0,22,0,0,0,,,0,0,0,0,0,0,0,0,87,65,0,0,,0.0,0.0,,74.7
吉澤智恵,02,武富士バンブー,0,19,0,0,0,,,0,0,0,0,0,0,0,0,91,68,0,0,,0.0,0.0,,74.7
吉澤智恵,12,武富士バンブー,0,28,72,22,11,30.6,15.3,4,2,1,2,29,1,2,9,109,86,0,25,50.0,0.8,0.1,9.5,78.9
吉田千絵,01,茂原アルカス,1,19,211,82,12,38.9,33.2,0,0,0,2,69,3,7,19,52,40,0,87,,4.3,0.1,8.7,76.9
吉田千絵,02,茂原アルカス,1,19,183,64,15,35.0,26.8,1,0,0,1,57,4,5,10,61,44,0,69,0.0,3.4,0.1,9.2,72.1
吉田千絵,12,茂原アルカス,1,33,310,113,15,36.5,31.6,0,0,0,4,125,12,9,38,96,70,0,129,,3.4,0.1,15.4,72.9
吉田実代,01,パイオニアレッドウィングス,7,20,0,0,0,,,0,0,0,0,0,0,0,0,114,95,0,0,,0.0,0.0,,83.3
吉田実代,02,パイオニアレッドウィングス,7,19,0,0,0,,,0,0,0,0,0,0,0,0,137,106,0,0,,0.0,0.0,,77.4
吉田実代,12,パイオニアレッドウィングス,7,28,0,0,0,,,0,0,0,0,0,0,0,0,161,119,0,0,,0.0,0.0,,73.9
吉田早織,01,日立リヴァーレ,15,14,30,8,0,26.7,26.7,0,0,0,1,9,0,1,3,12,9,0,9,,0.6,0.1,5.6,75.0
吉田早織,02,日立リヴァーレ,15,8,21,6,1,28.6,23.8,1,0,1,0,13,0,0,6,2,2,0,6,0.0,0.8,0.0,11.5,100.0
吉田早織,12,日立リヴァーレ,15,27,159,41,7,25.8,21.4,4,0,1,1,56,1,4,18,44,28,0,43,0.0,1.5,0.0,8.0,63.6
向井久子,01,東レアローズ,1,21,92,38,3,41.3,38.0,4,2,0,6,70,3,2,13,96,60,0,47,50.0,1.8,0.3,8.2,62.5
向井久子,02,東レアローズ,1,21,159,61,2,38.4,37.1,3,1,0,13,78,1,2,21,62,40,0,75,33.3,2.9,0.6,7.4,64.5
向井久子,12,東レアローズ,1,26,123,49,6,39.8,35.0,5,1,0,14,74,2,3,18,98,70,0,65,20.0,1.9,0.5,7.8,71.4
呉咏梅,01,久光製薬スプリングス,14,30,198,88,5,44.4,41.9,1,0,0,16,102,0,3,32,144,103,0,104,0.0,2.9,0.5,7.1,71.5
呉咏梅,02,久光製薬スプリングス,14,15,88,39,3,44.3,40.9,1,0,0,8,47,1,4,11,71,48,0,48,0.0,2.6,0.5,5.9,67.6
呉咏梅,12,久光製薬スプリングス,14,27,197,80,8,40.6,36.5,2,0,0,17,85,5,2,20,152,110,0,102,0.0,3.0,0.6,11.2,72.4
和久山志恵里,01,武富士バンブー,33,3,0,0,0,,,0,0,0,0,0,0,0,0,9,5,0,0,,0.0,0.0,,55.6
和久山志恵里,12,武富士バンブー,33,16,0,0,0,,,0,0,0,0,0,0,0,0,38,30,0,0,,0.0,0.0,,78.9
多治見麻子,01,パイオニアレッドウィングス,5,18,89,39,6,43.8,37.1,0,0,0,12,74,4,8,17,5,3,0,55,,2.2,0.7,8.4,60.0
多治見麻子,02,パイオニアレッドウィングス,5,11,57,25,4,43.9,36.8,0,0,0,7,45,1,4,12,0,0,0,33,,2.3,0.6,6.7,
多治見麻子,12,パイオニアレッドウィングス,5,17,85,38,3,44.7,41.2,0,0,0,11,65,0,4,7,2,2,0,49,,2.2,0.6,1.2,100.0
大山加奈,01,東レアローズ,12,22,234,85,20,36.3,27.8,23,7,3,15,69,5,14,7,27,14,0,105,30.4,3.9,0.7,4.7,51.9
大山加奈,02,東レアローズ,12,21,233,83,27,35.6,24.0,21,7,6,7,66,4,8,9,28,22,0,94,33.3,4.0,0.3,6.4,78.6
大山加奈,12,東レアローズ,12,26,242,73,21,30.2,21.5,14,4,2,11,84,4,8,14,74,41,0,88,28.6,2.8,0.4,6.5,55.4
大村加奈子,01,久光製薬スプリングス,8,29,271,98,29,36.2,25.5,8,2,3,3,87,1,13,22,9,6,0,102,25.0,3.4,0.1,3.7,66.7
大村加奈子,02,久光製薬スプリングス,8,16,180,64,5,35.6,32.8,12,3,0,6,49,2,2,13,5,2,0,72,25.0,4.0,0.4,9.7,40.0
大村加奈子,12,久光製薬スプリングス,8,25,259,112,18,43.2,36.3,18,7,3,8,92,5,16,21,6,4,0,125,38.9,4.5,0.3,6.8,66.7
大槻めぐみ,02,東レアローズ,9,3,0,0,0,,,0,0,0,0,6,1,0,2,2,1,0,1,,0.0,0.0,25.0,50.0
大槻めぐみ,12,東レアローズ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
大沼綾子,01,日立リヴァーレ,4,23,140,68,9,48.6,42.1,0,0,0,6,75,2,6,21,7,7,0,76,,3.0,0.3,7.7,100.0
大沼綾子,02,日立リヴァーレ,4,15,90,47,5,52.2,46.7,0,0,0,5,47,1,6,12,6,5,0,53,,3.1,0.3,5.3,83.3
大沼綾子,12,日立リヴァーレ,4,28,198,82,7,41.4,37.9,0,0,0,10,69,4,20,18,7,7,0,96,,2.9,0.4,5.1,100.0
大貫美奈子,01,NECレッドロケッツ,3,27,12,5,0,41.7,41.7,0,0,0,6,112,8,12,29,2,1,0,19,,0.2,0.2,10.9,50.0
大貫美奈子,02,NECレッドロケッツ,3,15,7,2,0,28.6,28.6,0,0,0,2,44,0,3,14,1,1,0,4,,0.1,0.1,6.2,100.0
大貫美奈子,12,NECレッドロケッツ,3,25,11,3,0,27.3,27.3,2,0,0,5,104,6,16,28,1,0,0,14,0.0,0.1,0.2,8.7,0.0
奥村奈津子,01,パイオニアレッドウィングス,18,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
奥村奈津子,12,パイオニアレッドウィングス,18,2,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
孫洪順,01,茂原アルカス,0,14,45,14,1,31.1,28.9,0,0,0,7,21,1,3,6,2,1,0,22,,1.0,0.5,8.3,50.0
孫洪順,02,茂原アルカス,0,15,64,26,3,40.6,35.9,0,0,0,9,42,0,4,13,5,4,0,35,,1.7,0.6,5.4,80.0
孫洪順,12,茂原アルカス,0,28,119,45,5,37.8,33.6,0,0,0,12,58,2,8,16,22,18,0,59,,1.6,0.4,6.9,81.8
宝来麻紀子,01,JTマーヴェラス,9,20,43,7,2,16.3,11.6,0,0,0,4,3,0,0,0,5,3,0,11,,0.4,0.2,0.0,60.0
宝来麻紀子,02,JTマーヴェラス,9,16,44,13,3,29.5,22.7,0,0,0,11,9,0,0,2,3,1,0,24,,0.8,0.7,5.6,33.3
宝来麻紀子,12,JTマーヴェラス,9,24,155,62,8,40.0,34.8,12,4,3,14,60,1,3,12,18,10,0,77,33.3,2.6,0.6,5.4,55.6
宣美幸,12,武富士バンブー,15,8,13,2,0,15.4,15.4,0,0,0,2,24,1,0,5,2,0,0,5,,0.2,0.2,9.4,0.0
小倉由香,01,シーガルズ,22,4,0,0,0,,,0,0,0,0,0,0,0,0,3,1,0,0,,0.0,0.0,,33.3
小倉由香,02,シーガルズ,22,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
小出真弓,01,武富士バンブー,4,6,36,9,2,25.0,19.4,0,0,0,1,14,0,2,2,19,12,0,10,,1.5,0.2,0.0,63.2
小出真弓,12,武富士バンブー,4,2,8,2,0,25.0,25.0,1,0,0,0,2,0,0,0,7,3,0,2,0.0,1.0,0.0,0.0,42.9
小山修加,01,久光製薬スプリングス,0,3,16,7,1,43.8,37.5,2,1,1,1,4,0,2,0,0,0,0,8,50.0,2.3,0.3,-12.5,
小山修加,02,久光製薬スプリングス,0,3,17,10,2,58.8,47.1,0,0,0,0,5,0,0,2,0,0,0,10,,3.3,0.0,10.0,
小山修加,12,久光製薬スプリングス,0,4,0,0,0,,,0,0,0,0,6,0,3,2,0,0,0,0,,0.0,0.0,-4.2,
小松留美,01,武富士バンブー,16,9,0,0,0,,,0,0,0,0,10,0,0,4,0,0,0,0,,0.0,0.0,10.0,
小松留美,02,武富士バンブー,16,12,0,0,0,,,0,0,0,0,19,2,3,4,0,0,0,2,,0.0,0.0,11.8,
小松留美,12,武富士バンブー,16,13,0,0,0,,,0,0,0,0,22,1,1,6,0,0,0,1,,0.0,0.0,10.2,
小林亜里沙,01,シーガルズ,17,2,2,1,0,50.0,50.0,0,0,0,0,4,1,2,0,0,0,0,2,,0.5,0.0,12.5,
小林亜里沙,02,シーガルズ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小玉佐知子,01,東レアローズ,2,22,4,1,1,25.0,0.0,1,0,1,2,69,0,0,10,1,0,0,3,0.0,0.0,0.1,3.6,0.0
小玉佐知子,02,東レアローズ,2,21,5,2,0,40.0,40.0,0,0,0,1,77,1,1,20,1,1,0,4,,0.1,0.0,7.5,100.0
小玉佐知子,12,東レアローズ,2,28,11,5,0,45.5,45.5,0,0,0,4,91,3,1,21,2,0,0,12,,0.2,0.1,8.8,0.0
小菅真弓,01,シーガルズ,41,10,2,1,0,50.0,50.0,0,0,0,0,9,0,0,1,0,0,0,1,,0.1,0.0,2.8,
小菅真弓,02,シーガルズ,41,3,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
小菅真弓,12,シーガルズ,41,9,1,0,0,0.0,0.0,0,0,0,0,6,0,0,1,0,0,0,0,,0.0,0.0,4.2,
小谷弘美,01,武富士バンブー,1,22,136,47,9,34.6,27.9,0,0,0,11,62,0,2,12,8,7,0,58,,2.1,0.5,4.0,87.5
小谷弘美,02,武富士バンブー,1,19,100,51,1,51.0,50.0,0,0,0,11,70,2,3,14,12,11,0,64,,2.7,0.6,6.8,91.7
小谷弘美,12,武富士バンブー,1,28,122,43,6,35.2,30.3,0,0,0,12,105,6,4,26,19,16,0,61,,1.5,0.4,11.0,84.2
山下祐美子,01,武富士バンブー,2,8,53,19,1,35.8,34.0,2,0,0,2,15,0,5,3,38,24,0,21,0.0,2.4,0.2,-3.3,63.2
山下祐美子,02,武富士バンブー,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
山下祐美子,12,武富士バンブー,2,14,89,22,10,24.7,13.5,3,1,0,2,21,2,8,2,16,12,0,26,33.3,1.6,0.1,2.4,75.0
山口舞,01,シーガルズ,2,17,56,18,6,32.1,21.4,2,0,1,2,47,2,2,10,50,33,0,22,0.0,1.1,0.1,8.5,66.0
山口舞,02,シーガルズ,2,10,18,6,1,33.3,27.8,0,0,0,1,25,1,0,6,24,13,0,8,,0.6,0.1,10.0,54.2
山口舞,12,シーガルズ,2,21,41,18,2,43.9,39.0,0,0,0,6,41,0,4,8,45,26,0,24,,0.9,0.3,2.4,57.8
山本愛,01,NECレッドロケッツ,7,27,136,61,13,44.9,35.3,1,1,0,21,105,7,15,39,8,6,0,89,100.0,2.3,0.8,12.4,75.0
山本愛,02,NECレッドロケッツ,7,15,105,51,6,48.6,42.9,0,0,0,14,46,4,9,14,2,2,0,69,,3.4,0.9,11.4,100.0
山本愛,12,NECレッドロケッツ,7,25,145,65,10,44.8,37.9,12,2,4,11,96,5,13,34,38,24,0,81,16.7,2.6,0.4,10.7,63.2
岡野弘子,01,シーガルズ,15,25,13,9,0,69.2,69.2,0,0,0,2,93,5,1,23,1,1,0,16,,0.4,0.1,11.3,100.0
岡野弘子,02,シーガルズ,15,16,7,4,0,57.1,57.1,0,0,0,5,52,5,2,11,1,0,0,14,,0.2,0.3,13.9,0.0
岡野弘子,12,シーガルズ,15,28,10,7,1,70.0,60.0,1,0,1,4,98,2,5,27,1,0,0,13,0.0,0.2,0.1,7.7,0.0
岡野知子,01,デンソーエアリービーズ,14,26,175,71,15,40.6,32.0,0,0,0,9,75,1,4,15,122,79,0,81,,2.7,0.3,5.0,64.8
岡野知子,02,デンソーエアリービーズ,14,15,141,44,10,31.2,24.1,0,0,0,4,60,1,0,11,108,78,0,49,,2.9,0.3,6.2,72.2
岡野知子,12,デンソーエアリービーズ,14,26,128,35,12,27.3,18.0,1,0,0,5,57,1,2,10,108,76,0,41,0.0,1.3,0.2,5.3,70.4
岸早苗,01,武富士バンブー,6,8,12,1,0,8.3,8.3,2,0,0,1,11,0,2,3,15,9,0,2,0.0,0.1,0.1,2.3,60.0
岸早苗,02,武富士バンブー,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
