試合日,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2020-10-17,パナソニックパンサーズ,FC東京,1,,清水邦広,4,■,■,■,■,nan,30,16,4,53.3,40.0,4.00,10,3,2,30.0,1,0.25,12,2,2,4,20.8,0,0,0,-,19
2020-10-17,パナソニックパンサーズ,FC東京,2,,深津英臣,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,1,0.25,19,0,1,4,3.9,0,0,0,-,1
2020-10-17,パナソニックパンサーズ,FC東京,4,,大竹壱青,4,□,□,□,□,nan,10,5,0,50.0,50.0,1.25,1,1,0,100.0,0,-,3,1,1,0,25.0,0,0,0,-,6
2020-10-17,パナソニックパンサーズ,FC東京,5,,渡辺奏吾,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-17,パナソニックパンサーズ,FC東京,6,,白澤健児,3,■,■,■,nan,nan,5,2,0,40.0,40.0,0.67,0,0,0,-,2,0.67,10,0,0,0,0.0,0,0,0,-,4
2020-10-17,パナソニックパンサーズ,FC東京,7,,久原翼,4,■,■,■,■,nan,28,16,0,57.1,57.1,4.00,2,2,0,100.0,2,0.50,15,0,1,4,5.0,27,14,1,53.7,18
2020-10-17,パナソニックパンサーズ,FC東京,9,,今村貴彦,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2020-10-17,パナソニックパンサーズ,FC東京,10,,山内晶大,4,■,■,■,■,nan,10,5,0,50.0,50.0,1.25,0,0,0,-,1,0.25,10,0,0,3,7.5,0,0,0,-,6
2020-10-17,パナソニックパンサーズ,FC東京,13,,クビアクミハウ,4,■,■,■,■,nan,24,13,1,54.2,50.0,3.25,2,1,0,50.0,0,-,21,2,3,8,15.5,25,12,5,58.0,15
2020-10-17,パナソニックパンサーズ,FC東京,16,L,伊賀亮平,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,22,13,6,72.7,0
2020-10-17,パナソニックパンサーズ,FC東京,17,L,永野健,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-17,パナソニックパンサーズ,FC東京,20,,新貴裕,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2020-10-17,パナソニックパンサーズ,FC東京,21,,兒玉康成,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,2,2.00,2,1,0,0,50.0,0,0,0,-,3
2020-10-17,パナソニックパンサーズ,FC東京,22,,小宮雄一郎,1,nan,nan,nan,■,nan,1,1,0,100.0,100.0,1.00,0,0,0,-,1,1.00,5,0,0,0,0.0,0,0,0,-,2
2020-10-17,パナソニックパンサーズ,FC東京,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,108,58,5,53.7,49.1,14.50,15,7,2,46.7,10,2.50,99,6,8,23,9.8,74,39,12,60.8,74
