試合日,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2019-10-12,1,,鴫原ひなた,3,■,■,■,,,16,7,3,0.4375,0.25,2.33,1,0,0,0.0,0,-,15,1,0,4,13.3,21,5,5,35.7
2019-10-12,3,,高橋沙織,1,,□,,,,4,2,1,0.5,0.25,2.00,2,1,0,50.0,1,1.00,4,0,1,1,0.0,5,1,0,20.0
2019-10-12,5,,内瀬戸真実,3,■,■,■,,,24,9,1,0.375,0.3333333333333333,3.00,1,0,0,0.0,0,-,4,0,0,1,6.2,16,11,2,75.0
2019-10-12,7,,志智真梨奈,2,□,,□,,,0,0,0,,,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0,0,-
2019-10-12,8,L,榊原美沙都,3,●,●,●,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,14,11,2,85.7
2019-10-12,11,,荒木絵里香,3,■,■,■,,,16,9,0,0.5625,0.5625,3.00,0,0,0,-,0,-,8,0,0,1,3.1,0,0,0,-
2019-10-12,12,,渡邊彩,3,■,■,■,,,15,6,0,0.4,0.4,2.00,0,0,0,-,1,0.33,8,0,0,1,3.1,0,0,0,-
2019-10-12,13,,オズソイネリマン,3,■,■,■,,,48,17,2,0.3541666666666667,0.3125,5.67,15,4,0,26.7,1,0.33,21,2,3,4,10.7,0,0,0,-
2019-10-12,14,,金本望,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-10-12,15,,杉郁香,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-10-12,16,,中屋夏澄,1,,,□,,,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-
2019-10-12,17,,藪田美穂子,2,□,□,,,,3,1,0,0.3333333333333333,0.3333333333333333,0.50,0,0,0,-,1,0.50,3,0,0,1,8.3,2,2,0,100.0
2019-10-12,18,,山上有紀,3,■,■,■,,,2,1,0,0.5,0.5,0.33,0,0,0,-,0,-,7,0,1,1,0.0,1,0,0,0.0
2019-10-12,20,,山形理沙子,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-10-12,チーム合計,チーム合計,チーム合計,3,,,,,,128,52,7,0.40625,0.3515625,17.33,19,5,0,26.3,4,1.33,74,3,5,16,7.8,59,30,9,58.5
