試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2019-10-12,トヨタ車体クインシーズ,JTマーヴェラス,3,0,1,1,,鴫原ひなた,3,■,■,■,nan,nan,16,7,3,43.8,25.0,2.33,1,0,0,0.0,0,-,15,1,0,4,13.3,21,5,5,35.7,8,,,,,,,,
2019-10-12,トヨタ車体クインシーズ,JTマーヴェラス,3,0,1,3,,高橋沙織,1,nan,□,nan,nan,nan,4,2,1,50.0,25.0,2.00,2,1,0,50.0,1,1.00,4,0,1,1,0.0,5,1,0,20.0,3,,,,,,,,
2019-10-12,トヨタ車体クインシーズ,JTマーヴェラス,3,0,1,5,,内瀬戸真実,3,■,■,■,nan,nan,24,9,1,37.5,33.3,3.00,1,0,0,0.0,0,-,4,0,0,1,6.2,16,11,2,75.0,9,,,,,,,,
2019-10-12,トヨタ車体クインシーズ,JTマーヴェラス,3,0,1,7,,志智真梨奈,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0,0,-,0,,,,,,,,
2019-10-12,トヨタ車体クインシーズ,JTマーヴェラス,3,0,1,8,L,榊原美沙都,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,14,11,2,85.7,0,,,,,,,,
2019-10-12,トヨタ車体クインシーズ,JTマーヴェラス,3,0,1,11,,荒木絵里香,3,■,■,■,nan,nan,16,9,0,56.2,56.2,3.00,0,0,0,-,0,-,8,0,0,1,3.1,0,0,0,-,9,,,,,,,,
2019-10-12,トヨタ車体クインシーズ,JTマーヴェラス,3,0,1,12,,渡邊彩,3,■,■,■,nan,nan,15,6,0,40.0,40.0,2.00,0,0,0,-,1,0.33,8,0,0,1,3.1,0,0,0,-,7,,,,,,,,
2019-10-12,トヨタ車体クインシーズ,JTマーヴェラス,3,0,1,13,,オズソイネリマン,3,■,■,■,nan,nan,48,17,2,35.4,31.2,5.67,15,4,0,26.7,1,0.33,21,2,3,4,10.7,0,0,0,-,20,,,,,,,,
2019-10-12,トヨタ車体クインシーズ,JTマーヴェラス,3,0,1,14,,金本望,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2019-10-12,トヨタ車体クインシーズ,JTマーヴェラス,3,0,1,15,,杉郁香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2019-10-12,トヨタ車体クインシーズ,JTマーヴェラス,3,0,1,16,,中屋夏澄,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-,0,,,,,,,,
2019-10-12,トヨタ車体クインシーズ,JTマーヴェラス,3,0,1,17,,藪田美穂子,2,□,□,nan,nan,nan,3,1,0,33.3,33.3,0.50,0,0,0,-,1,0.50,3,0,0,1,8.3,2,2,0,100.0,2,,,,,,,,
2019-10-12,トヨタ車体クインシーズ,JTマーヴェラス,3,0,1,18,,山上有紀,3,■,■,■,nan,nan,2,1,0,50.0,50.0,0.33,0,0,0,-,0,-,7,0,1,1,0.0,1,0,0,0.0,1,,,,,,,,
2019-10-12,トヨタ車体クインシーズ,JTマーヴェラス,3,0,1,20,,山形理沙子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2019-10-12,トヨタ車体クインシーズ,JTマーヴェラス,3,0,1,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,128,52,7,40.6,35.2,17.33,19,5,0,26.3,4,1.33,74,3,5,16,7.8,59,30,9,58.5,59,129,44,7,34.1,3,1.00,7.9,64.4
