試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2020-11-08,埼玉上尾メディックス,NECレッドロケッツ,1,3,0,3,,サンティアゴアライジャダフニ,4,■,■,■,■,nan,18,8,1,44.4,38.9,2.00,0,0,0,-,1,0.25,10,0,1,1,0.0,0,0,0,-,9,,,,,,,,
2020-11-08,埼玉上尾メディックス,NECレッドロケッツ,1,3,0,4,,堀江美志,2,□,nan,□,nan,nan,11,5,0,45.5,45.5,2.50,3,0,0,0.0,0,-,3,0,0,0,0.0,0,0,0,-,5,,,,,,,,
2020-11-08,埼玉上尾メディックス,NECレッドロケッツ,1,3,0,5,,山崎のの花,4,■,■,■,□,nan,0,0,0,,,-,0,0,0,-,2,0.50,8,0,1,4,9.4,0,0,0,-,2,,,,,,,,
2020-11-08,埼玉上尾メディックス,NECレッドロケッツ,1,3,0,6,,山口珠李,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2020-11-08,埼玉上尾メディックス,NECレッドロケッツ,1,3,0,7,L,山岸あかね,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,17,7,2,47.1,0,,,,,,,,
2020-11-08,埼玉上尾メディックス,NECレッドロケッツ,1,3,0,8,,吉野優理,4,■,■,■,■,nan,48,15,3,31.2,25.0,3.75,1,1,0,100.0,0,-,17,0,2,5,4.4,34,16,4,52.9,15,,,,,,,,
2020-11-08,埼玉上尾メディックス,NECレッドロケッツ,1,3,0,9,,内瀬戸真実,4,■,■,■,■,nan,43,14,0,32.6,32.6,3.50,1,0,0,0.0,1,0.25,10,0,1,3,5.0,27,17,7,75.9,15,,,,,,,,
2020-11-08,埼玉上尾メディックス,NECレッドロケッツ,1,3,0,10,,佐藤優花,1,□,nan,nan,nan,nan,2,1,0,50.0,50.0,1.00,0,0,0,-,0,-,0,0,0,0,-,2,0,2,50.0,1,,,,,,,,
2020-11-08,埼玉上尾メディックス,NECレッドロケッツ,1,3,0,11,,青柳京古,4,■,■,■,■,nan,14,6,0,42.9,42.9,1.50,0,0,0,-,1,0.25,16,1,1,9,18.8,0,0,0,-,8,,,,,,,,
2020-11-08,埼玉上尾メディックス,NECレッドロケッツ,1,3,0,13,,中本葉月,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2020-11-08,埼玉上尾メディックス,NECレッドロケッツ,1,3,0,14,,椎名真子,2,nan,nan,□,□,nan,4,2,0,50.0,50.0,1.00,0,0,0,-,0,-,6,0,2,2,0.0,9,2,2,33.3,2,,,,,,,,
2020-11-08,埼玉上尾メディックス,NECレッドロケッツ,1,3,0,15,,ジョセフシャイナ,4,■,■,■,■,nan,43,11,2,25.6,20.9,2.75,9,2,1,22.2,0,-,11,1,2,1,6.8,0,0,0,-,12,,,,,,,,
2020-11-08,埼玉上尾メディックス,NECレッドロケッツ,1,3,0,20,,田川紘美,3,□,nan,□,■,nan,0,0,0,,,-,0,0,0,-,0,-,6,0,0,1,4.2,0,0,0,-,0,,,,,,,,
2020-11-08,埼玉上尾メディックス,NECレッドロケッツ,1,3,0,23,,大室璃紗,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2020-11-08,埼玉上尾メディックス,NECレッドロケッツ,1,3,0,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,183,62,6,33.9,30.6,15.50,14,3,1,21.4,5,1.25,87,2,10,26,6.9,89,42,17,56.7,69,187,71,11,38.0,4,1.00,10.1,55.9
