試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2021-02-07,JTマーヴェラス,デンソーエアリービーズ,3,2,1,1,,芥川愛加,5,■,■,■,■,■,10,3,0,30.0,30.0,0.60,0,0,0,-,3,0.60,10,0,0,3,7.5,1,1,0,100.0,6
2021-02-07,JTマーヴェラス,デンソーエアリービーズ,3,2,1,2,,林琴奈,5,■,■,■,■,■,41,14,2,34.1,29.3,2.80,4,2,0,50.0,4,0.80,19,0,2,8,7.9,24,9,4,45.8,18
2021-02-07,JTマーヴェラス,デンソーエアリービーズ,3,2,1,4,,橘井友香,4,□,□,□,□,nan,13,2,0,15.4,15.4,0.50,0,0,0,-,0,-,4,0,1,0,-6.2,0,0,0,-,2
2021-02-07,JTマーヴェラス,デンソーエアリービーズ,3,2,1,5,,柴田真果,4,nan,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,4,0,0,2,12.5,0,0,0,-,0
2021-02-07,JTマーヴェラス,デンソーエアリービーズ,3,2,1,6,,田中瑞稀,5,■,■,■,■,■,38,13,3,34.2,26.3,2.60,4,2,1,50.0,3,0.60,20,1,4,5,6.2,39,15,9,50.0,17
2021-02-07,JTマーヴェラス,デンソーエアリービーズ,3,2,1,7,,ヌクジャンタットダオ,5,■,■,■,■,■,23,12,2,52.2,43.5,2.40,0,0,0,-,7,1.40,16,0,0,7,10.9,0,0,0,-,19
2021-02-07,JTマーヴェラス,デンソーエアリービーズ,3,2,1,8,,籾井あき,5,■,■,■,■,■,4,2,1,50.0,25.0,0.40,0,0,0,-,1,0.20,12,1,2,5,14.6,0,0,0,-,4
2021-02-07,JTマーヴェラス,デンソーエアリービーズ,3,2,1,10,,ドルーズアンドレア,5,■,■,■,■,■,41,16,4,39.0,29.3,3.20,16,6,3,37.5,2,0.40,13,2,4,7,21.2,0,0,0,-,20
2021-02-07,JTマーヴェラス,デンソーエアリービーズ,3,2,1,11,,目黒優佳,5,□,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,10,0,0,4,10.0,9,5,2,66.7,0
2021-02-07,JTマーヴェラス,デンソーエアリービーズ,3,2,1,13,,西川有喜,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2021-02-07,JTマーヴェラス,デンソーエアリービーズ,3,2,1,14,,ヒックマンジャスティス,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,-25.0,1,1,0,100.0,0
2021-02-07,JTマーヴェラス,デンソーエアリービーズ,3,2,1,15,L,小幡真子,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,12,8,1,70.8,0
2021-02-07,JTマーヴェラス,デンソーエアリービーズ,3,2,1,16,,和田由紀子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2021-02-07,JTマーヴェラス,デンソーエアリービーズ,3,2,1,17,,神田さくら,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2021-02-07,JTマーヴェラス,デンソーエアリービーズ,3,2,1,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,170,62,12,36.5,29.4,12.40,24,10,4,41.7,20,4.00,109,4,14,41,9.9,86,39,16,54.7,86
