試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2014-04-12,東レアローズ,3,,中道瞳,3,■,■,■,nan,nan,1,1,0,1.0,1.0,0.33,0,0,0,-,0,-,9,0,0,3,8.3,0,0,0,-
2014-04-12,東レアローズ,4,,高田ありさ,3,■,■,■,nan,nan,30,13,2,0.43333333333333335,0.36666666666666664,4.33,0,0,0,-,0,-,16,3,1,7,27.2,21,11,0,52.4
2014-04-12,東レアローズ,6,,迫田さおり,3,■,■,■,nan,nan,44,20,1,0.45454545454545453,0.4318181818181818,6.67,9,5,0,55.6,2,0.67,8,1,0,5,25.6,0,0,0,-
2014-04-12,東レアローズ,7,,下平夏奈,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,5,1,0,4,40.0,0,0,0,-
2014-04-12,東レアローズ,8,,宮田由佳里,3,■,■,■,nan,nan,9,3,2,0.3333333333333333,0.1111111111111111,1.00,0,0,0,-,1,0.33,10,0,1,3,7.5,0,0,0,-
2014-04-12,東レアローズ,9,,小平花織,3,■,■,■,nan,nan,28,7,1,0.25,0.21428571428571427,2.33,0,0,0,-,1,0.33,9,0,1,1,2.8,15,12,0,80.0
2014-04-12,東レアローズ,11,,田代佳奈美,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,6,1,0,1,17.5,0,0,0,-
2014-04-12,東レアローズ,12,L,木村美里,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,25,15,0,60.0
2014-04-12,東レアローズ,13,,堀川真理,3,□,□,□,nan,nan,10,2,1,0.2,0.1,0.67,0,0,0,-,1,0.33,0,0,0,0,-,0,0,0,-
2014-04-12,東レアローズ,14,,二見梓,3,■,■,■,nan,nan,8,1,1,0.125,0.0,0.33,0,0,0,-,7,2.33,10,2,0,4,26.0,0,0,0,-
