試合日,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2019-11-30,東レアローズ,日立リヴァーレ,1,,井上奈々朱,3,■,□,■,nan,nan,4,0,1,0.0,-25.0,-,0,0,0,-,2,0.67,8,1,0,4,25.0,1,0,1,50.0,3
2019-11-30,東レアローズ,日立リヴァーレ,2,,堀川真理,1,nan,□,nan,nan,nan,2,0,1,0.0,-50.0,-,2,0,1,0.0,0,-,0,0,0,0,-,0,0,0,-,0
2019-11-30,東レアローズ,日立リヴァーレ,3,,大野果歩,3,□,■,■,nan,nan,9,3,1,33.3,22.2,1.00,0,0,0,-,0,-,3,0,0,1,8.3,2,2,0,100.0,3
2019-11-30,東レアローズ,日立リヴァーレ,4,,日高萌,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-11-30,東レアローズ,日立リヴァーレ,7,,クランヤナ,3,■,■,■,nan,nan,46,14,3,30.4,23.9,4.67,10,6,2,60.0,0,-,9,1,1,3,16.7,0,0,0,-,15
2019-11-30,東レアローズ,日立リヴァーレ,8,,白井美沙紀,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-11-30,東レアローズ,日立リヴァーレ,11,,中島未来,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0,0,-,0
2019-11-30,東レアローズ,日立リヴァーレ,12,,小川愛里奈,2,■,■,nan,nan,nan,8,2,2,25.0,0.0,1.00,0,0,0,-,0,-,6,0,0,2,8.3,0,0,0,-,2
2019-11-30,東レアローズ,日立リヴァーレ,13,,黒後愛,3,■,■,■,nan,nan,21,7,0,33.3,33.3,2.33,2,0,0,0.0,0,-,10,0,0,3,7.5,41,19,11,59.8,7
2019-11-30,東レアローズ,日立リヴァーレ,14,,関菜々巳,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,1,0.33,7,0,0,2,7.1,1,0,0,0.0,1
2019-11-30,東レアローズ,日立リヴァーレ,15,L,水杉玲奈,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,10,4,5,65.0,0
2019-11-30,東レアローズ,日立リヴァーレ,17,,石川真佑,3,■,■,■,nan,nan,21,8,3,38.1,23.8,2.67,1,1,0,100.0,1,0.33,6,0,1,1,0.0,11,5,0,45.5,9
2019-11-30,東レアローズ,日立リヴァーレ,18,,野呂加南子,3,□,□,□,nan,nan,4,0,1,0.0,-25.0,-,0,0,0,-,0,-,2,0,0,0,0.0,3,1,0,33.3,0
2019-11-30,東レアローズ,日立リヴァーレ,19,,大崎琴未,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-11-30,東レアローズ,日立リヴァーレ,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,115,34,12,29.6,19.1,11.33,15,7,3,46.7,4,1.33,54,2,2,17,10.6,69,31,17,57.2,40
