試合日,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2019-11-10,1,,藤中優斗,2,□,,□,,,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-
2019-11-10,2,,金丸晃大,1,□,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-11-10,3,,伏見大和,3,■,■,■,,,5,3,0,0.6,0.6,1.00,0,0,0,-,0,-,11,1,3,4,11.4,0,0,0,-
2019-11-10,4,,福山汰一,1,,,,■,,4,3,0,0.75,0.75,3.00,0,0,0,-,1,1.00,2,0,0,0,0.0,1,0,0,0.0
2019-11-10,5,,饒書涵,4,■,■,■,■,,13,6,0,0.46153846153846156,0.46153846153846156,1.50,0,0,0,-,3,0.75,14,0,0,1,1.8,0,0,0,-
2019-11-10,6,,カジースキマテイ,4,■,■,■,■,,34,14,3,0.4117647058823529,0.3235294117647059,3.50,1,0,1,0.0,3,0.75,15,3,2,7,28.3,22,14,3,70.5
2019-11-10,8,,郡浩也,1,,,,□,,1,0,0,0.0,0.0,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0,0,-
2019-11-10,10,,小林光輝,2,■,■,,,,0,0,0,,,-,0,0,0,-,1,0.50,4,0,0,0,0.0,0,0,0,-
2019-11-10,11,,袴谷亮介,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-11-10,12,L,興梠亮,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-11-10,14,,西田有志,4,■,■,■,■,,38,23,3,0.6052631578947368,0.5263157894736842,5.75,15,8,2,53.3,3,0.75,24,4,6,11,21.9,1,1,0,100.0
2019-11-10,15,,中根聡太,3,,□,■,■,,1,0,1,0.0,-1.0,-,0,0,0,-,0,-,9,0,0,2,5.6,0,0,0,-
2019-11-10,17,L,本間隆太,4,●,●,●,●,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,36,18,10,63.9
2019-11-10,19,,浅野博亮,4,■,■,■,■,,11,6,0,0.5454545454545454,0.5454545454545454,1.50,1,1,0,100.0,1,0.25,15,0,1,1,0.0,13,8,3,73.1
2019-11-10,チーム合計,チーム合計,チーム合計,4,,,,,,107,55,7,0.514018691588785,0.4485981308411215,13.75,17,9,3,52.9,12,3.00,97,8,13,26,11.6,73,41,16,67.1
