試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2007-01-06,NECブルーロケッツ,1,,大村悟,4,■,■,■,■,nan,34,17,3,0.5,0.4117647058823529,4.25,3,1,0,33.3,3,0.75,18,1,2,3,8.6,16,12,0,75.0
2007-01-06,NECブルーロケッツ,3,,浅倉勇,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2007-01-06,NECブルーロケッツ,6,,高橋慎治,4,■,■,■,■,nan,1,0,0,0.0,0.0,-,1,0,0,0.0,5,1.25,15,0,2,4,6.7,0,0,0,-
2007-01-06,NECブルーロケッツ,8,L,濱島哲也,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,28,17,0,60.7
2007-01-06,NECブルーロケッツ,9,,脇戸新之助,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2007-01-06,NECブルーロケッツ,10,,大角竜敏,4,■,■,■,■,nan,10,5,1,0.5,0.4,1.25,0,0,0,-,3,0.75,11,0,1,3,6.8,0,0,0,-
2007-01-06,NECブルーロケッツ,11,,松本慶彦,4,■,■,■,■,nan,5,2,0,0.4,0.4,0.50,0,0,0,-,1,0.25,16,1,0,3,10.9,0,0,0,-
2007-01-06,NECブルーロケッツ,12,,奥谷信彦,1,nan,nan,□,nan,nan,2,2,0,1.0,1.0,2.00,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-
2007-01-06,NECブルーロケッツ,13,,ファイディノルディン,4,■,■,■,■,nan,26,11,0,0.4230769230769231,0.4230769230769231,2.75,9,4,0,44.4,1,0.25,15,0,1,2,3.3,23,16,0,69.6
2007-01-06,NECブルーロケッツ,17,,石倉弘士,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,2,1,8.3,0,0,0,-
2007-01-06,NECブルーロケッツ,22,,鈴木健太,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2007-01-06,NECブルーロケッツ,25,,前田和樹,4,■,■,■,■,nan,32,16,3,0.5,0.40625,4.00,8,3,2,37.5,0,-,17,0,4,2,2.9,5,1,0,20.0
2007-01-06,NECブルーロケッツ,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,110,53,7,0.4818181818181818,0.41818181818181815,13.25,21,8,2,38.1,13,3.25,97,2,12,18,6.5,72,46,0,63.9
2007-01-06,大分三好ヴァイセアドラー,1,,小川貴史,4,■,■,■,■,nan,27,8,3,0.2962962962962963,0.18518518518518517,2.00,4,0,2,0.0,1,0.25,13,1,2,3,13.5,37,32,0,86.5
2007-01-06,大分三好ヴァイセアドラー,2,,徳丸善基,4,□,□,□,■,nan,3,1,0,0.3333333333333333,0.3333333333333333,0.25,0,0,0,-,2,0.50,2,0,0,0,0.0,0,0,0,-
2007-01-06,大分三好ヴァイセアドラー,3,,森岡晃太郎,3,■,■,■,nan,nan,10,5,1,0.5,0.4,1.67,0,0,0,-,0,-,8,0,1,1,3.1,0,0,0,-
2007-01-06,大分三好ヴァイセアドラー,6,,前田徹也,3,nan,□,□,□,nan,3,0,1,0.0,-0.3333333333333333,-,0,0,0,-,0,-,3,0,1,2,16.7,3,2,0,66.7
2007-01-06,大分三好ヴァイセアドラー,7,,小西健太郎,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2007-01-06,大分三好ヴァイセアドラー,8,,中村紘二,4,■,■,■,■,nan,11,5,1,0.45454545454545453,0.36363636363636365,1.25,0,0,0,-,2,0.50,10,0,1,4,10.0,18,13,0,72.2
2007-01-06,大分三好ヴァイセアドラー,9,,沖本祥雄,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2007-01-06,大分三好ヴァイセアドラー,10,,マイヨフィリップ,4,■,■,■,■,nan,57,22,13,0.38596491228070173,0.15789473684210525,5.50,17,5,4,29.4,1,0.25,14,2,3,3,18.2,0,0,0,-
2007-01-06,大分三好ヴァイセアドラー,15,,古田博幸,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2007-01-06,大分三好ヴァイセアドラー,21,L,井上裕介,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,25,17,0,68.0
2007-01-06,大分三好ヴァイセアドラー,22,,増成一志,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,0,-,17,0,0,8,11.8,0,0,0,-
2007-01-06,大分三好ヴァイセアドラー,23,,南克幸,4,■,■,■,■,nan,13,7,0,0.5384615384615384,0.5384615384615384,1.75,0,0,0,-,2,0.50,15,0,0,4,6.7,1,1,0,100.0
2007-01-06,大分三好ヴァイセアドラー,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,124,48,19,0.3870967741935484,0.23387096774193547,12.00,21,5,6,23.8,8,2.00,82,3,8,25,11.0,84,65,0,77.4
2007-01-06,サントリーサンバーズ,1,,山村宏太,4,■,■,■,■,nan,5,3,0,0.6,0.6,0.75,0,0,0,-,2,0.50,17,0,0,5,7.4,0,0,0,-
2007-01-06,サントリーサンバーズ,2,,鈴木寛史,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2007-01-06,サントリーサンバーズ,3,,坂本雄一郎,4,■,■,■,■,nan,14,10,1,0.7142857142857143,0.6428571428571429,2.50,0,0,0,-,1,0.25,12,1,0,1,10.4,0,0,0,-
2007-01-06,サントリーサンバーズ,4,,吉田譲,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0,0,-
2007-01-06,サントリーサンバーズ,5,,上田剛史,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2007-01-06,サントリーサンバーズ,6,,栗原圭介,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,3,0.75,20,2,1,4,14.0,1,0,0,0.0
2007-01-06,サントリーサンバーズ,7,,越川優,4,■,■,■,■,nan,21,14,0,0.6666666666666666,0.6666666666666666,3.50,7,4,0,57.1,1,0.25,17,1,3,8,17.6,24,20,0,83.3
2007-01-06,サントリーサンバーズ,8,,レオナルドメロ,4,■,■,■,■,nan,29,12,4,0.41379310344827586,0.27586206896551724,3.00,11,3,2,27.3,2,0.50,14,1,4,5,14.6,0,0,0,-
