試合日,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2019-11-23,1,L,北村果穂,4,〇,〇,〇,〇,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-11-23,2,,江川優貴,4,■,■,■,■,,47,16,4,0.3404255319148936,0.2553191489361702,4.00,12,0,2,0.0,0,-,13,1,2,3,9.6,0,0,0,-
2019-11-23,3,,木村友里,4,■,■,■,■,,45,16,1,0.35555555555555557,0.3333333333333333,4.00,2,0,0,0.0,0,-,16,1,1,4,10.9,32,19,9,73.4
2019-11-23,5,,浅川希,1,,□,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-11-23,8,,田村愛美,4,■,■,■,■,,1,0,0,0.0,0.0,-,0,0,0,-,1,0.25,12,0,0,4,8.3,1,0,0,0.0
2019-11-23,10,,柳沢紫子,3,□,□,□,,,1,0,0,0.0,0.0,-,0,0,0,-,1,0.33,2,1,1,1,50.0,1,1,0,100.0
2019-11-23,11,L,森寿実子,4,●,●,●,●,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,13,5,8,69.2
2019-11-23,13,,本間有貴,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-11-23,15,,投野ひかる,3,□,□,,□,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-11-23,16,,宮本菜月,3,□,□,,□,,11,5,0,0.45454545454545453,0.45454545454545453,1.67,1,1,0,100.0,1,0.33,2,0,0,2,25.0,0,0,0,-
2019-11-23,17,,伊藤摩耶,4,■,■,■,■,,24,10,1,0.4166666666666667,0.375,2.50,0,0,0,-,1,0.25,21,0,0,1,1.2,3,1,1,50.0
2019-11-23,18,,藤原真理子,4,■,■,■,■,,51,12,4,0.23529411764705882,0.1568627450980392,3.00,10,1,1,10.0,0,-,18,0,3,4,1.4,29,9,8,44.8
2019-11-23,19,,菅原里奈,4,■,■,■,■,,26,7,1,0.2692307692307692,0.23076923076923078,1.75,1,0,0,0.0,2,0.50,14,0,0,2,3.6,0,0,0,-
2019-11-23,チーム合計,チーム合計,チーム合計,4,,,,,,206,66,11,0.32038834951456313,0.2669902912621359,16.50,26,2,3,7.7,6,1.50,98,3,7,21,6.6,79,35,26,60.8
